batting_team,bowling_team,venue,gender,runs_y,result_first_innings
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Welsh Fire,London Spirit,Sophia Gardens,female,95,0
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Birmingham Phoenix,The Kia Oval,female,114,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Oval Invincibles,Southern Brave,Lords,female,121,1
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
Northern Superchargers,Oval Invincibles,The Kia Oval,female,143,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
London Spirit,Southern Brave,The Ageas Bowl,female,155,0
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
Trent Rockets,Manchester Originals,Emirates Old Trafford,female,119,1
