batting_team,bowling_team,venue,gender,current_score,balls_bowled,balls_left,wickets_left,crr,runs_remaining
Oval Invincibles,Manchester Originals,The Kia Oval,male,0,1,99,10,0.0,145
Oval Invincibles,Manchester Originals,The Kia Oval,male,1,2,98,10,2.5,144
Oval Invincibles,Manchester Originals,The Kia Oval,male,1,3,97,10,1.67,144
Oval Invincibles,Manchester Originals,The Kia Oval,male,7,4,96,10,8.75,138
Oval Invincibles,Manchester Originals,The Kia Oval,male,7,5,95,9,7.0,138
Oval Invincibles,Manchester Originals,The Kia Oval,male,7,6,94,9,5.83,138
Oval Invincibles,Manchester Originals,The Kia Oval,male,8,7,93,9,5.71,137
Oval Invincibles,Manchester Originals,The Kia Oval,male,8,8,92,9,5.0,137
Oval Invincibles,Manchester Originals,The Kia Oval,male,9,9,91,9,5.0,136
Oval Invincibles,Manchester Originals,The Kia Oval,male,10,10,90,9,5.0,135
Oval Invincibles,Manchester Originals,The Kia Oval,male,11,11,89,9,5.0,134
Oval Invincibles,Manchester Originals,The Kia Oval,male,15,12,88,9,6.25,130
Oval Invincibles,Manchester Originals,The Kia Oval,male,16,13,87,9,6.15,129
Oval Invincibles,Manchester Originals,The Kia Oval,male,16,14,86,8,5.71,129
Oval Invincibles,Manchester Originals,The Kia Oval,male,17,15,85,8,5.67,128
Oval Invincibles,Manchester Originals,The Kia Oval,male,21,16,84,8,6.56,124
Oval Invincibles,Manchester Originals,The Kia Oval,male,25,17,83,8,7.35,120
Oval Invincibles,Manchester Originals,The Kia Oval,male,26,18,82,8,7.22,119
Oval Invincibles,Manchester Originals,The Kia Oval,male,27,19,81,8,7.11,118
Oval Invincibles,Manchester Originals,The Kia Oval,male,27,20,80,8,6.75,118
Oval Invincibles,Manchester Originals,The Kia Oval,male,28,21,79,8,6.67,117
Oval Invincibles,Manchester Originals,The Kia Oval,male,32,22,78,8,7.27,113
Oval Invincibles,Manchester Originals,The Kia Oval,male,32,23,77,7,6.96,113
Oval Invincibles,Manchester Originals,The Kia Oval,male,33,24,76,7,6.88,112
Oval Invincibles,Manchester Originals,The Kia Oval,male,34,25,75,7,6.8,111
Oval Invincibles,Manchester Originals,The Kia Oval,male,34,26,74,7,6.54,111
Oval Invincibles,Manchester Originals,The Kia Oval,male,35,27,73,7,6.48,110
Oval Invincibles,Manchester Originals,The Kia Oval,male,39,28,72,7,6.96,106
Oval Invincibles,Manchester Originals,The Kia Oval,male,40,29,71,7,6.9,105
Oval Invincibles,Manchester Originals,The Kia Oval,male,41,30,70,7,6.83,104
Oval Invincibles,Manchester Originals,The Kia Oval,male,42,31,69,7,6.77,103
Oval Invincibles,Manchester Originals,The Kia Oval,male,48,32,68,7,7.5,97
Oval Invincibles,Manchester Originals,The Kia Oval,male,48,33,67,7,7.27,97
Oval Invincibles,Manchester Originals,The Kia Oval,male,48,34,66,6,7.06,97
Oval Invincibles,Manchester Originals,The Kia Oval,male,49,35,65,6,7.0,96
Oval Invincibles,Manchester Originals,The Kia Oval,male,50,36,64,6,6.94,95
Oval Invincibles,Manchester Originals,The Kia Oval,male,51,37,63,6,6.89,94
Oval Invincibles,Manchester Originals,The Kia Oval,male,52,38,62,6,6.84,93
Oval Invincibles,Manchester Originals,The Kia Oval,male,53,39,61,6,6.79,92
Oval Invincibles,Manchester Originals,The Kia Oval,male,55,40,60,6,6.88,90
Oval Invincibles,Manchester Originals,The Kia Oval,male,56,41,59,6,6.83,89
Oval Invincibles,Manchester Originals,The Kia Oval,male,57,42,58,6,6.79,88
Oval Invincibles,Manchester Originals,The Kia Oval,male,57,43,57,6,6.63,88
Oval Invincibles,Manchester Originals,The Kia Oval,male,58,44,56,6,6.59,87
Oval Invincibles,Manchester Originals,The Kia Oval,male,59,45,55,6,6.56,86
Oval Invincibles,Manchester Originals,The Kia Oval,male,59,46,54,6,6.41,86
Oval Invincibles,Manchester Originals,The Kia Oval,male,59,46,54,6,6.41,86
Oval Invincibles,Manchester Originals,The Kia Oval,male,60,47,53,6,6.38,85
Oval Invincibles,Manchester Originals,The Kia Oval,male,61,48,52,6,6.35,84
Oval Invincibles,Manchester Originals,The Kia Oval,male,67,49,51,6,6.84,78
Oval Invincibles,Manchester Originals,The Kia Oval,male,69,50,50,6,6.9,76
Oval Invincibles,Manchester Originals,The Kia Oval,male,73,51,49,6,7.16,72
Oval Invincibles,Manchester Originals,The Kia Oval,male,74,52,48,6,7.12,71
Oval Invincibles,Manchester Originals,The Kia Oval,male,78,53,47,6,7.36,67
Oval Invincibles,Manchester Originals,The Kia Oval,male,79,54,46,6,7.31,66
Oval Invincibles,Manchester Originals,The Kia Oval,male,80,55,45,6,7.27,65
Oval Invincibles,Manchester Originals,The Kia Oval,male,81,56,44,6,7.23,64
Oval Invincibles,Manchester Originals,The Kia Oval,male,81,57,43,6,7.11,64
Oval Invincibles,Manchester Originals,The Kia Oval,male,82,58,42,6,7.07,63
Oval Invincibles,Manchester Originals,The Kia Oval,male,86,59,41,6,7.29,59
Oval Invincibles,Manchester Originals,The Kia Oval,male,88,60,40,6,7.33,57
Oval Invincibles,Manchester Originals,The Kia Oval,male,89,61,39,6,7.3,56
Oval Invincibles,Manchester Originals,The Kia Oval,male,90,62,38,6,7.26,55
Oval Invincibles,Manchester Originals,The Kia Oval,male,91,63,37,6,7.22,54
Oval Invincibles,Manchester Originals,The Kia Oval,male,92,64,36,6,7.19,53
Oval Invincibles,Manchester Originals,The Kia Oval,male,93,65,35,6,7.15,52
Oval Invincibles,Manchester Originals,The Kia Oval,male,94,66,34,6,7.12,51
Oval Invincibles,Manchester Originals,The Kia Oval,male,95,67,33,6,7.09,50
Oval Invincibles,Manchester Originals,The Kia Oval,male,95,68,32,6,6.99,50
Oval Invincibles,Manchester Originals,The Kia Oval,male,101,69,31,6,7.32,44
Oval Invincibles,Manchester Originals,The Kia Oval,male,105,70,30,6,7.5,40
Oval Invincibles,Manchester Originals,The Kia Oval,male,105,71,29,5,7.39,40
Oval Invincibles,Manchester Originals,The Kia Oval,male,105,72,28,5,7.29,40
Oval Invincibles,Manchester Originals,The Kia Oval,male,105,73,27,4,7.19,40
Oval Invincibles,Manchester Originals,The Kia Oval,male,109,74,26,4,7.36,36
Oval Invincibles,Manchester Originals,The Kia Oval,male,113,75,25,4,7.53,32
Oval Invincibles,Manchester Originals,The Kia Oval,male,114,76,24,4,7.5,31
Oval Invincibles,Manchester Originals,The Kia Oval,male,114,77,23,4,7.4,31
Oval Invincibles,Manchester Originals,The Kia Oval,male,115,78,22,4,7.37,30
Oval Invincibles,Manchester Originals,The Kia Oval,male,115,79,21,4,7.28,30
Oval Invincibles,Manchester Originals,The Kia Oval,male,116,80,20,4,7.25,29
Oval Invincibles,Manchester Originals,The Kia Oval,male,120,81,19,4,7.41,25
Oval Invincibles,Manchester Originals,The Kia Oval,male,121,82,18,4,7.38,24
Oval Invincibles,Manchester Originals,The Kia Oval,male,122,83,17,4,7.35,23
Oval Invincibles,Manchester Originals,The Kia Oval,male,122,84,16,4,7.26,23
Oval Invincibles,Manchester Originals,The Kia Oval,male,123,85,15,4,7.24,22
Oval Invincibles,Manchester Originals,The Kia Oval,male,127,86,14,4,7.38,18
Oval Invincibles,Manchester Originals,The Kia Oval,male,127,87,13,3,7.3,18
Oval Invincibles,Manchester Originals,The Kia Oval,male,131,88,12,3,7.44,14
Oval Invincibles,Manchester Originals,The Kia Oval,male,131,89,11,2,7.36,14
Oval Invincibles,Manchester Originals,The Kia Oval,male,131,90,10,2,7.28,14
Oval Invincibles,Manchester Originals,The Kia Oval,male,133,91,9,2,7.31,12
Oval Invincibles,Manchester Originals,The Kia Oval,male,135,92,8,2,7.34,10
Oval Invincibles,Manchester Originals,The Kia Oval,male,135,93,7,2,7.26,10
Oval Invincibles,Manchester Originals,The Kia Oval,male,136,94,6,2,7.23,9
Oval Invincibles,Manchester Originals,The Kia Oval,male,137,95,5,2,7.21,8
Oval Invincibles,Manchester Originals,The Kia Oval,male,139,96,4,2,7.24,6
Oval Invincibles,Manchester Originals,The Kia Oval,male,139,97,3,2,7.16,6
Oval Invincibles,Manchester Originals,The Kia Oval,male,139,98,2,2,7.09,6
Oval Invincibles,Manchester Originals,The Kia Oval,male,145,99,1,2,7.32,0
London Spirit,Birmingham Phoenix,Edgbaston,male,0,1,99,10,0.0,144
London Spirit,Birmingham Phoenix,Edgbaston,male,2,2,98,10,5.0,142
London Spirit,Birmingham Phoenix,Edgbaston,male,2,3,97,10,3.33,142
London Spirit,Birmingham Phoenix,Edgbaston,male,3,4,96,10,3.75,141
London Spirit,Birmingham Phoenix,Edgbaston,male,3,5,95,10,3.0,141
London Spirit,Birmingham Phoenix,Edgbaston,male,4,6,94,10,3.33,140
London Spirit,Birmingham Phoenix,Edgbaston,male,5,6,94,10,4.17,139
London Spirit,Birmingham Phoenix,Edgbaston,male,9,7,93,10,6.43,135
London Spirit,Birmingham Phoenix,Edgbaston,male,9,8,92,10,5.62,135
London Spirit,Birmingham Phoenix,Edgbaston,male,10,9,91,10,5.56,134
London Spirit,Birmingham Phoenix,Edgbaston,male,16,10,90,10,8.0,128
London Spirit,Birmingham Phoenix,Edgbaston,male,20,11,89,10,9.09,124
London Spirit,Birmingham Phoenix,Edgbaston,male,20,12,88,10,8.33,124
London Spirit,Birmingham Phoenix,Edgbaston,male,20,13,87,9,7.69,124
London Spirit,Birmingham Phoenix,Edgbaston,male,20,14,86,9,7.14,124
London Spirit,Birmingham Phoenix,Edgbaston,male,20,15,85,9,6.67,124
London Spirit,Birmingham Phoenix,Edgbaston,male,26,16,84,9,8.12,118
London Spirit,Birmingham Phoenix,Edgbaston,male,26,17,83,9,7.65,118
London Spirit,Birmingham Phoenix,Edgbaston,male,26,18,82,8,7.22,118
London Spirit,Birmingham Phoenix,Edgbaston,male,27,19,81,8,7.11,117
London Spirit,Birmingham Phoenix,Edgbaston,male,31,20,80,8,7.75,113
London Spirit,Birmingham Phoenix,Edgbaston,male,31,21,79,8,7.38,113
London Spirit,Birmingham Phoenix,Edgbaston,male,32,22,78,8,7.27,112
London Spirit,Birmingham Phoenix,Edgbaston,male,36,23,77,8,7.83,108
London Spirit,Birmingham Phoenix,Edgbaston,male,40,24,76,8,8.33,104
London Spirit,Birmingham Phoenix,Edgbaston,male,41,25,75,8,8.2,103
London Spirit,Birmingham Phoenix,Edgbaston,male,43,26,74,8,8.27,101
London Spirit,Birmingham Phoenix,Edgbaston,male,44,27,73,8,8.15,100
London Spirit,Birmingham Phoenix,Edgbaston,male,45,28,72,8,8.04,99
London Spirit,Birmingham Phoenix,Edgbaston,male,45,29,71,8,7.76,99
London Spirit,Birmingham Phoenix,Edgbaston,male,46,30,70,8,7.67,98
London Spirit,Birmingham Phoenix,Edgbaston,male,47,31,69,8,7.58,97
London Spirit,Birmingham Phoenix,Edgbaston,male,48,32,68,8,7.5,96
London Spirit,Birmingham Phoenix,Edgbaston,male,52,33,67,8,7.88,92
London Spirit,Birmingham Phoenix,Edgbaston,male,53,34,66,8,7.79,91
London Spirit,Birmingham Phoenix,Edgbaston,male,53,35,65,8,7.57,91
London Spirit,Birmingham Phoenix,Edgbaston,male,53,36,64,8,7.36,91
London Spirit,Birmingham Phoenix,Edgbaston,male,57,37,63,8,7.7,87
London Spirit,Birmingham Phoenix,Edgbaston,male,58,38,62,8,7.63,86
London Spirit,Birmingham Phoenix,Edgbaston,male,58,39,61,8,7.44,86
London Spirit,Birmingham Phoenix,Edgbaston,male,59,40,60,8,7.38,85
London Spirit,Birmingham Phoenix,Edgbaston,male,59,41,59,7,7.2,85
London Spirit,Birmingham Phoenix,Edgbaston,male,59,42,58,7,7.02,85
London Spirit,Birmingham Phoenix,Edgbaston,male,60,43,57,7,6.98,84
London Spirit,Birmingham Phoenix,Edgbaston,male,61,44,56,7,6.93,83
London Spirit,Birmingham Phoenix,Edgbaston,male,61,45,55,7,6.78,83
London Spirit,Birmingham Phoenix,Edgbaston,male,67,46,54,7,7.28,77
London Spirit,Birmingham Phoenix,Edgbaston,male,68,47,53,7,7.23,76
London Spirit,Birmingham Phoenix,Edgbaston,male,69,48,52,7,7.19,75
London Spirit,Birmingham Phoenix,Edgbaston,male,70,49,51,7,7.14,74
London Spirit,Birmingham Phoenix,Edgbaston,male,70,50,50,7,7.0,74
London Spirit,Birmingham Phoenix,Edgbaston,male,71,51,49,7,6.96,73
London Spirit,Birmingham Phoenix,Edgbaston,male,72,52,48,7,6.92,72
London Spirit,Birmingham Phoenix,Edgbaston,male,73,53,47,7,6.89,71
London Spirit,Birmingham Phoenix,Edgbaston,male,74,54,46,7,6.85,70
London Spirit,Birmingham Phoenix,Edgbaston,male,75,55,45,7,6.82,69
London Spirit,Birmingham Phoenix,Edgbaston,male,76,56,44,7,6.79,68
London Spirit,Birmingham Phoenix,Edgbaston,male,80,57,43,7,7.02,64
London Spirit,Birmingham Phoenix,Edgbaston,male,86,58,42,7,7.41,58
London Spirit,Birmingham Phoenix,Edgbaston,male,87,59,41,7,7.37,57
London Spirit,Birmingham Phoenix,Edgbaston,male,87,60,40,7,7.25,57
London Spirit,Birmingham Phoenix,Edgbaston,male,89,61,39,7,7.3,55
London Spirit,Birmingham Phoenix,Edgbaston,male,89,62,38,6,7.18,55
London Spirit,Birmingham Phoenix,Edgbaston,male,90,63,37,6,7.14,54
London Spirit,Birmingham Phoenix,Edgbaston,male,91,64,36,6,7.11,53
London Spirit,Birmingham Phoenix,Edgbaston,male,91,65,35,6,7.0,53
London Spirit,Birmingham Phoenix,Edgbaston,male,91,66,34,6,6.89,53
London Spirit,Birmingham Phoenix,Edgbaston,male,95,67,33,6,7.09,49
London Spirit,Birmingham Phoenix,Edgbaston,male,95,68,32,6,6.99,49
London Spirit,Birmingham Phoenix,Edgbaston,male,95,69,31,6,6.88,49
London Spirit,Birmingham Phoenix,Edgbaston,male,97,70,30,6,6.93,47
London Spirit,Birmingham Phoenix,Edgbaston,male,101,71,29,6,7.11,43
London Spirit,Birmingham Phoenix,Edgbaston,male,102,72,28,6,7.08,42
London Spirit,Birmingham Phoenix,Edgbaston,male,103,73,27,6,7.05,41
London Spirit,Birmingham Phoenix,Edgbaston,male,104,74,26,6,7.03,40
London Spirit,Birmingham Phoenix,Edgbaston,male,104,75,25,6,6.93,40
London Spirit,Birmingham Phoenix,Edgbaston,male,105,76,24,6,6.91,39
London Spirit,Birmingham Phoenix,Edgbaston,male,106,77,23,6,6.88,38
London Spirit,Birmingham Phoenix,Edgbaston,male,107,78,22,6,6.86,37
London Spirit,Birmingham Phoenix,Edgbaston,male,111,79,21,6,7.03,33
London Spirit,Birmingham Phoenix,Edgbaston,male,117,80,20,6,7.31,27
London Spirit,Birmingham Phoenix,Edgbaston,male,118,81,19,6,7.28,26
London Spirit,Birmingham Phoenix,Edgbaston,male,118,82,18,6,7.2,26
London Spirit,Birmingham Phoenix,Edgbaston,male,118,83,17,6,7.11,26
London Spirit,Birmingham Phoenix,Edgbaston,male,119,84,16,6,7.08,25
London Spirit,Birmingham Phoenix,Edgbaston,male,120,85,15,6,7.06,24
London Spirit,Birmingham Phoenix,Edgbaston,male,121,86,14,6,7.03,23
London Spirit,Birmingham Phoenix,Edgbaston,male,122,87,13,6,7.01,22
London Spirit,Birmingham Phoenix,Edgbaston,male,123,88,12,6,6.99,21
London Spirit,Birmingham Phoenix,Edgbaston,male,127,89,11,6,7.13,17
London Spirit,Birmingham Phoenix,Edgbaston,male,127,90,10,5,7.06,17
London Spirit,Birmingham Phoenix,Edgbaston,male,128,91,9,5,7.03,16
London Spirit,Birmingham Phoenix,Edgbaston,male,128,92,8,5,6.96,16
London Spirit,Birmingham Phoenix,Edgbaston,male,132,93,7,5,7.1,12
London Spirit,Birmingham Phoenix,Edgbaston,male,133,94,6,5,7.07,11
London Spirit,Birmingham Phoenix,Edgbaston,male,135,95,5,5,7.11,9
London Spirit,Birmingham Phoenix,Edgbaston,male,136,96,4,5,7.08,8
London Spirit,Birmingham Phoenix,Edgbaston,male,137,97,3,5,7.06,7
London Spirit,Birmingham Phoenix,Edgbaston,male,143,98,2,5,7.3,1
London Spirit,Birmingham Phoenix,Edgbaston,male,143,99,1,4,7.22,1
Southern Brave,Trent Rockets,Trent Bridge,male,1,1,99,10,5.0,125
Southern Brave,Trent Rockets,Trent Bridge,male,5,2,98,10,12.5,121
Southern Brave,Trent Rockets,Trent Bridge,male,5,3,97,10,8.33,121
Southern Brave,Trent Rockets,Trent Bridge,male,6,4,96,10,7.5,120
Southern Brave,Trent Rockets,Trent Bridge,male,6,5,95,9,6.0,120
Southern Brave,Trent Rockets,Trent Bridge,male,10,6,94,9,8.33,116
Southern Brave,Trent Rockets,Trent Bridge,male,14,7,93,9,10.0,112
Southern Brave,Trent Rockets,Trent Bridge,male,14,8,92,9,8.75,112
Southern Brave,Trent Rockets,Trent Bridge,male,18,9,91,9,10.0,108
Southern Brave,Trent Rockets,Trent Bridge,male,18,10,90,9,9.0,108
Southern Brave,Trent Rockets,Trent Bridge,male,22,11,89,9,10.0,104
Southern Brave,Trent Rockets,Trent Bridge,male,23,12,88,9,9.58,103
Southern Brave,Trent Rockets,Trent Bridge,male,24,13,87,9,9.23,102
Southern Brave,Trent Rockets,Trent Bridge,male,25,14,86,9,8.93,101
Southern Brave,Trent Rockets,Trent Bridge,male,25,15,85,9,8.33,101
Southern Brave,Trent Rockets,Trent Bridge,male,25,16,84,9,7.81,101
Southern Brave,Trent Rockets,Trent Bridge,male,29,17,83,9,8.53,97
Southern Brave,Trent Rockets,Trent Bridge,male,29,18,82,9,8.06,97
Southern Brave,Trent Rockets,Trent Bridge,male,33,19,81,9,8.68,93
Southern Brave,Trent Rockets,Trent Bridge,male,33,20,80,8,8.25,93
Southern Brave,Trent Rockets,Trent Bridge,male,34,21,79,8,8.1,92
Southern Brave,Trent Rockets,Trent Bridge,male,35,22,78,8,7.95,91
Southern Brave,Trent Rockets,Trent Bridge,male,35,23,77,8,7.61,91
Southern Brave,Trent Rockets,Trent Bridge,male,35,24,76,8,7.29,91
Southern Brave,Trent Rockets,Trent Bridge,male,36,25,75,8,7.2,90
Southern Brave,Trent Rockets,Trent Bridge,male,37,26,74,8,7.12,89
Southern Brave,Trent Rockets,Trent Bridge,male,37,27,73,8,6.85,89
Southern Brave,Trent Rockets,Trent Bridge,male,38,28,72,8,6.79,88
Southern Brave,Trent Rockets,Trent Bridge,male,38,29,71,8,6.55,88
Southern Brave,Trent Rockets,Trent Bridge,male,39,30,70,8,6.5,87
Southern Brave,Trent Rockets,Trent Bridge,male,39,31,69,8,6.29,87
Southern Brave,Trent Rockets,Trent Bridge,male,40,32,68,8,6.25,86
Southern Brave,Trent Rockets,Trent Bridge,male,41,31,69,8,6.61,85
Southern Brave,Trent Rockets,Trent Bridge,male,45,32,68,8,7.03,81
Southern Brave,Trent Rockets,Trent Bridge,male,46,33,67,8,6.97,80
Southern Brave,Trent Rockets,Trent Bridge,male,46,34,66,8,6.76,80
Southern Brave,Trent Rockets,Trent Bridge,male,47,35,65,8,6.71,79
Southern Brave,Trent Rockets,Trent Bridge,male,47,36,64,7,6.53,79
Southern Brave,Trent Rockets,Trent Bridge,male,48,37,63,7,6.49,78
Southern Brave,Trent Rockets,Trent Bridge,male,48,38,62,7,6.32,78
Southern Brave,Trent Rockets,Trent Bridge,male,52,39,61,7,6.67,74
Southern Brave,Trent Rockets,Trent Bridge,male,52,40,60,7,6.5,74
Southern Brave,Trent Rockets,Trent Bridge,male,52,41,59,6,6.34,74
Southern Brave,Trent Rockets,Trent Bridge,male,52,41,59,6,6.34,74
Southern Brave,Trent Rockets,Trent Bridge,male,52,42,58,6,6.19,74
Southern Brave,Trent Rockets,Trent Bridge,male,53,43,57,6,6.16,73
Southern Brave,Trent Rockets,Trent Bridge,male,53,44,56,6,6.02,73
Southern Brave,Trent Rockets,Trent Bridge,male,53,45,55,6,5.89,73
Southern Brave,Trent Rockets,Trent Bridge,male,53,46,54,6,5.76,73
Southern Brave,Trent Rockets,Trent Bridge,male,53,47,53,6,5.64,73
Southern Brave,Trent Rockets,Trent Bridge,male,53,48,52,6,5.52,73
Southern Brave,Trent Rockets,Trent Bridge,male,54,49,51,6,5.51,72
Southern Brave,Trent Rockets,Trent Bridge,male,55,50,50,6,5.5,71
Southern Brave,Trent Rockets,Trent Bridge,male,56,51,49,6,5.49,70
Southern Brave,Trent Rockets,Trent Bridge,male,57,51,49,6,5.59,69
Southern Brave,Trent Rockets,Trent Bridge,male,58,52,48,6,5.58,68
Southern Brave,Trent Rockets,Trent Bridge,male,58,53,47,5,5.47,68
Southern Brave,Trent Rockets,Trent Bridge,male,59,54,46,5,5.46,67
Southern Brave,Trent Rockets,Trent Bridge,male,60,55,45,5,5.45,66
Southern Brave,Trent Rockets,Trent Bridge,male,60,56,44,5,5.36,66
Southern Brave,Trent Rockets,Trent Bridge,male,62,57,43,5,5.44,64
Southern Brave,Trent Rockets,Trent Bridge,male,62,58,42,5,5.34,64
Southern Brave,Trent Rockets,Trent Bridge,male,63,59,41,5,5.34,63
Southern Brave,Trent Rockets,Trent Bridge,male,64,60,40,5,5.33,62
Southern Brave,Trent Rockets,Trent Bridge,male,68,61,39,5,5.57,58
Southern Brave,Trent Rockets,Trent Bridge,male,69,62,38,5,5.56,57
Southern Brave,Trent Rockets,Trent Bridge,male,70,63,37,5,5.56,56
Southern Brave,Trent Rockets,Trent Bridge,male,71,64,36,5,5.55,55
Southern Brave,Trent Rockets,Trent Bridge,male,71,65,35,4,5.46,55
Southern Brave,Trent Rockets,Trent Bridge,male,71,66,34,4,5.38,55
Southern Brave,Trent Rockets,Trent Bridge,male,71,67,33,4,5.3,55
Southern Brave,Trent Rockets,Trent Bridge,male,72,68,32,4,5.29,54
Southern Brave,Trent Rockets,Trent Bridge,male,72,69,31,4,5.22,54
Southern Brave,Trent Rockets,Trent Bridge,male,73,70,30,4,5.21,53
Southern Brave,Trent Rockets,Trent Bridge,male,73,71,29,4,5.14,53
Southern Brave,Trent Rockets,Trent Bridge,male,79,72,28,4,5.49,47
Southern Brave,Trent Rockets,Trent Bridge,male,80,73,27,4,5.48,46
Southern Brave,Trent Rockets,Trent Bridge,male,81,74,26,4,5.47,45
Southern Brave,Trent Rockets,Trent Bridge,male,81,75,25,4,5.4,45
Southern Brave,Trent Rockets,Trent Bridge,male,82,76,24,4,5.39,44
Southern Brave,Trent Rockets,Trent Bridge,male,83,77,23,4,5.39,43
Southern Brave,Trent Rockets,Trent Bridge,male,83,78,22,4,5.32,43
Southern Brave,Trent Rockets,Trent Bridge,male,84,79,21,4,5.32,42
Southern Brave,Trent Rockets,Trent Bridge,male,90,80,20,4,5.62,36
Southern Brave,Trent Rockets,Trent Bridge,male,91,81,19,4,5.62,35
Southern Brave,Trent Rockets,Trent Bridge,male,92,81,19,4,5.68,34
Southern Brave,Trent Rockets,Trent Bridge,male,93,82,18,4,5.67,33
Southern Brave,Trent Rockets,Trent Bridge,male,97,83,17,4,5.84,29
Southern Brave,Trent Rockets,Trent Bridge,male,99,84,16,4,5.89,27
Southern Brave,Trent Rockets,Trent Bridge,male,100,85,15,4,5.88,26
Southern Brave,Trent Rockets,Trent Bridge,male,104,86,14,4,6.05,22
Southern Brave,Trent Rockets,Trent Bridge,male,105,86,14,4,6.1,21
Southern Brave,Trent Rockets,Trent Bridge,male,109,87,13,4,6.26,17
Southern Brave,Trent Rockets,Trent Bridge,male,110,88,12,4,6.25,16
Southern Brave,Trent Rockets,Trent Bridge,male,111,89,11,4,6.24,15
Southern Brave,Trent Rockets,Trent Bridge,male,111,90,10,4,6.17,15
Southern Brave,Trent Rockets,Trent Bridge,male,112,91,9,4,6.15,14
Southern Brave,Trent Rockets,Trent Bridge,male,112,92,8,4,6.09,14
Southern Brave,Trent Rockets,Trent Bridge,male,113,93,7,4,6.08,13
Southern Brave,Trent Rockets,Trent Bridge,male,114,94,6,4,6.06,12
Southern Brave,Trent Rockets,Trent Bridge,male,115,95,5,4,6.05,11
Southern Brave,Trent Rockets,Trent Bridge,male,121,96,4,4,6.3,5
Southern Brave,Trent Rockets,Trent Bridge,male,121,96,4,3,6.3,5
Southern Brave,Trent Rockets,Trent Bridge,male,121,97,3,3,6.24,5
Southern Brave,Trent Rockets,Trent Bridge,male,121,98,2,2,6.17,5
Southern Brave,Trent Rockets,Trent Bridge,male,125,99,1,2,6.31,1
Welsh Fire,Northern Superchargers,Headingley,male,1,1,99,10,5.0,172
Welsh Fire,Northern Superchargers,Headingley,male,2,2,98,10,5.0,171
Welsh Fire,Northern Superchargers,Headingley,male,3,3,97,10,5.0,170
Welsh Fire,Northern Superchargers,Headingley,male,4,4,96,10,5.0,169
Welsh Fire,Northern Superchargers,Headingley,male,4,5,95,10,4.0,169
Welsh Fire,Northern Superchargers,Headingley,male,4,6,94,10,3.33,169
Welsh Fire,Northern Superchargers,Headingley,male,8,7,93,10,5.71,165
Welsh Fire,Northern Superchargers,Headingley,male,9,8,92,10,5.62,164
Welsh Fire,Northern Superchargers,Headingley,male,9,9,91,10,5.0,164
Welsh Fire,Northern Superchargers,Headingley,male,11,10,90,10,5.5,162
Welsh Fire,Northern Superchargers,Headingley,male,17,11,89,10,7.73,156
Welsh Fire,Northern Superchargers,Headingley,male,21,12,88,10,8.75,152
Welsh Fire,Northern Superchargers,Headingley,male,25,13,87,10,9.62,148
Welsh Fire,Northern Superchargers,Headingley,male,25,14,86,10,8.93,148
Welsh Fire,Northern Superchargers,Headingley,male,25,15,85,10,8.33,148
Welsh Fire,Northern Superchargers,Headingley,male,27,16,84,10,8.44,146
Welsh Fire,Northern Superchargers,Headingley,male,31,17,83,10,9.12,142
Welsh Fire,Northern Superchargers,Headingley,male,32,18,82,10,8.89,141
Welsh Fire,Northern Superchargers,Headingley,male,32,19,81,10,8.42,141
Welsh Fire,Northern Superchargers,Headingley,male,32,20,80,10,8.0,141
Welsh Fire,Northern Superchargers,Headingley,male,38,21,79,10,9.05,135
Welsh Fire,Northern Superchargers,Headingley,male,42,22,78,10,9.55,131
Welsh Fire,Northern Superchargers,Headingley,male,43,23,77,10,9.35,130
Welsh Fire,Northern Superchargers,Headingley,male,43,24,76,9,8.96,130
Welsh Fire,Northern Superchargers,Headingley,male,45,25,75,9,9.0,128
Welsh Fire,Northern Superchargers,Headingley,male,46,26,74,9,8.85,127
Welsh Fire,Northern Superchargers,Headingley,male,47,27,73,9,8.7,126
Welsh Fire,Northern Superchargers,Headingley,male,48,28,72,9,8.57,125
Welsh Fire,Northern Superchargers,Headingley,male,49,29,71,9,8.45,124
Welsh Fire,Northern Superchargers,Headingley,male,49,30,70,9,8.17,124
Welsh Fire,Northern Superchargers,Headingley,male,49,31,69,9,7.9,124
Welsh Fire,Northern Superchargers,Headingley,male,50,32,68,9,7.81,123
Welsh Fire,Northern Superchargers,Headingley,male,50,33,67,9,7.58,123
Welsh Fire,Northern Superchargers,Headingley,male,52,34,66,9,7.65,121
Welsh Fire,Northern Superchargers,Headingley,male,52,35,65,9,7.43,121
Welsh Fire,Northern Superchargers,Headingley,male,53,36,64,9,7.36,120
Welsh Fire,Northern Superchargers,Headingley,male,54,37,63,9,7.3,119
Welsh Fire,Northern Superchargers,Headingley,male,55,38,62,9,7.24,118
Welsh Fire,Northern Superchargers,Headingley,male,55,39,61,9,7.05,118
Welsh Fire,Northern Superchargers,Headingley,male,56,40,60,9,7.0,117
Welsh Fire,Northern Superchargers,Headingley,male,57,41,59,9,6.95,116
Welsh Fire,Northern Superchargers,Headingley,male,58,42,58,9,6.9,115
Welsh Fire,Northern Superchargers,Headingley,male,59,43,57,9,6.86,114
Welsh Fire,Northern Superchargers,Headingley,male,59,44,56,9,6.7,114
Welsh Fire,Northern Superchargers,Headingley,male,63,45,55,9,7.0,110
