batting_team,bowling_team,venue,gender,current_score,balls_bowled,balls_left,wickets_left,crr,runs_remaining
Southern Brave,Welsh Fire,Sophia Gardens,female,73,65,35,6,5.62,49
Southern Brave,Welsh Fire,Sophia Gardens,female,73,66,34,6,5.53,49
Southern Brave,Welsh Fire,Sophia Gardens,female,74,67,33,6,5.52,48
Southern Brave,Welsh Fire,Sophia Gardens,female,76,68,32,6,5.59,46
Southern Brave,Welsh Fire,Sophia Gardens,female,77,69,31,6,5.58,45
Southern Brave,Welsh Fire,Sophia Gardens,female,78,70,30,6,5.57,44
Southern Brave,Welsh Fire,Sophia Gardens,female,79,71,29,6,5.56,43
Southern Brave,Welsh Fire,Sophia Gardens,female,80,72,28,6,5.56,42
Southern Brave,Welsh Fire,Sophia Gardens,female,81,73,27,6,5.55,41
Southern Brave,Welsh Fire,Sophia Gardens,female,82,74,26,6,5.54,40
Southern Brave,Welsh Fire,Sophia Gardens,female,83,75,25,6,5.53,39
Southern Brave,Welsh Fire,Sophia Gardens,female,85,76,24,6,5.59,37
Southern Brave,Welsh Fire,Sophia Gardens,female,89,77,23,6,5.78,33
Southern Brave,Welsh Fire,Sophia Gardens,female,90,78,22,6,5.77,32
Southern Brave,Welsh Fire,Sophia Gardens,female,91,79,21,6,5.76,31
Southern Brave,Welsh Fire,Sophia Gardens,female,91,80,20,6,5.69,31
Southern Brave,Welsh Fire,Sophia Gardens,female,91,81,19,6,5.62,31
Southern Brave,Welsh Fire,Sophia Gardens,female,92,82,18,6,5.61,30
Southern Brave,Welsh Fire,Sophia Gardens,female,94,83,17,6,5.66,28
Southern Brave,Welsh Fire,Sophia Gardens,female,95,84,16,6,5.65,27
Southern Brave,Welsh Fire,Sophia Gardens,female,96,85,15,6,5.65,26
Southern Brave,Welsh Fire,Sophia Gardens,female,100,86,14,6,5.81,22
Southern Brave,Welsh Fire,Sophia Gardens,female,100,87,13,6,5.75,22
Southern Brave,Welsh Fire,Sophia Gardens,female,102,88,12,6,5.8,20
Southern Brave,Welsh Fire,Sophia Gardens,female,103,89,11,6,5.79,19
Southern Brave,Welsh Fire,Sophia Gardens,female,105,90,10,6,5.83,17
Southern Brave,Welsh Fire,Sophia Gardens,female,105,91,9,5,5.77,17
Southern Brave,Welsh Fire,Sophia Gardens,female,106,92,8,5,5.76,16
Southern Brave,Welsh Fire,Sophia Gardens,female,112,93,7,5,6.02,10
Southern Brave,Welsh Fire,Sophia Gardens,female,113,94,6,5,6.01,9
Southern Brave,Welsh Fire,Sophia Gardens,female,114,95,5,5,6.0,8
Southern Brave,Welsh Fire,Sophia Gardens,female,120,96,4,5,6.25,2
Southern Brave,Welsh Fire,Sophia Gardens,female,121,97,3,5,6.24,1
Southern Brave,Welsh Fire,Sophia Gardens,female,121,98,2,4,6.17,1
Southern Brave,Welsh Fire,Sophia Gardens,female,122,99,1,3,6.16,0
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,1,1,99,10,5.0,105
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,1,2,98,10,2.5,105
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,1,3,97,10,1.67,105
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,1,4,96,10,1.25,105
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,5,5,95,10,5.0,101
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,6,6,94,10,5.0,100
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,10,7,93,10,7.14,96
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,12,8,92,10,7.5,94
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,12,9,91,9,6.67,94
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,12,10,90,9,6.0,94
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,13,11,89,9,5.91,93
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,13,12,88,9,5.42,93
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,13,13,87,9,5.0,93
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,15,14,86,9,5.36,91
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,15,15,85,9,5.0,91
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,15,16,84,9,4.69,91
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,15,17,83,9,4.41,91
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,16,18,82,9,4.44,90
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,16,19,81,9,4.21,90
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,16,20,80,9,4.0,90
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,20,21,79,9,4.76,86
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,21,22,78,9,4.77,85
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,22,23,77,9,4.78,84
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,22,24,76,9,4.58,84
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,23,25,75,9,4.6,83
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,23,26,74,9,4.42,83
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,23,27,73,9,4.26,83
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,25,28,72,9,4.46,81
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,26,29,71,9,4.48,80
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,27,30,70,9,4.5,79
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,28,31,69,9,4.52,78
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,28,32,68,9,4.38,78
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,29,33,67,9,4.39,77
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,33,34,66,9,4.85,73
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,35,35,65,9,5.0,71
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,35,36,64,9,4.86,71
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,35,37,63,9,4.73,71
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,36,38,62,9,4.74,70
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,37,39,61,9,4.74,69
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,37,40,60,8,4.62,69
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,38,41,59,8,4.63,68
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,39,42,58,8,4.64,67
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,40,43,57,8,4.65,66
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,41,44,56,8,4.66,65
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,45,45,55,8,5.0,61
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,45,46,54,8,4.89,61
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,46,47,53,8,4.89,60
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,46,48,52,8,4.79,60
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,46,49,51,8,4.69,60
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,46,50,50,8,4.6,60
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,50,51,49,8,4.9,56
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,51,52,48,8,4.9,55
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,51,53,47,8,4.81,55
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,52,54,46,8,4.81,54
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,53,55,45,8,4.82,53
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,54,56,44,8,4.82,52
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,55,57,43,8,4.82,51
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,55,58,42,8,4.74,51
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,56,59,41,8,4.75,50
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,57,60,40,8,4.75,49
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,58,61,39,8,4.75,48
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,62,62,38,8,5.0,44
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,63,63,37,8,5.0,43
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,64,64,36,8,5.0,42
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,64,65,35,7,4.92,42
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,65,66,34,7,4.92,41
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,65,67,33,6,4.85,41
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,65,68,32,6,4.78,41
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,66,69,31,6,4.78,40
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,67,70,30,6,4.79,39
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,71,71,29,6,5.0,35
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,71,72,28,5,4.93,35
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,71,73,27,5,4.86,35
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,72,74,26,5,4.86,34
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,76,75,25,5,5.07,30
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,76,76,24,5,5.0,30
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,76,77,23,5,4.94,30
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,76,78,22,5,4.87,30
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,77,79,21,5,4.87,29
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,77,80,20,5,4.81,29
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,77,81,19,4,4.75,29
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,78,82,18,4,4.76,28
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,82,83,17,4,4.94,24
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,83,84,16,4,4.94,23
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,83,85,15,4,4.88,23
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,84,86,14,4,4.88,22
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,86,87,13,4,4.94,20
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,92,86,14,4,5.35,14
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,92,87,13,3,5.29,14
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,92,88,12,3,5.23,14
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,93,89,11,3,5.22,13
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,94,90,10,3,5.22,12
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,94,91,9,3,5.16,12
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,95,92,8,3,5.16,11
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,96,93,7,3,5.16,10
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,98,94,6,3,5.21,8
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,99,95,5,3,5.21,7
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,100,96,4,3,5.21,6
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,100,97,3,3,5.15,6
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,101,98,2,3,5.15,5
Birmingham Phoenix,Oval Invincibles,The Kia Oval,female,102,99,1,3,5.15,4
Welsh Fire,London Spirit,Lords,female,1,1,99,10,5.0,118
Welsh Fire,London Spirit,Lords,female,5,2,98,10,12.5,114
Welsh Fire,London Spirit,Lords,female,5,3,97,10,8.33,114
Welsh Fire,London Spirit,Lords,female,6,4,96,10,7.5,113
Welsh Fire,London Spirit,Lords,female,6,5,95,10,6.0,113
Welsh Fire,London Spirit,Lords,female,6,6,94,10,5.0,113
Welsh Fire,London Spirit,Lords,female,7,7,93,10,5.0,112
Welsh Fire,London Spirit,Lords,female,11,8,92,10,6.88,108
Welsh Fire,London Spirit,Lords,female,11,9,91,10,6.11,108
Welsh Fire,London Spirit,Lords,female,11,10,90,10,5.5,108
Welsh Fire,London Spirit,Lords,female,11,11,89,10,5.0,108
Welsh Fire,London Spirit,Lords,female,15,12,88,10,6.25,104
Welsh Fire,London Spirit,Lords,female,15,13,87,10,5.77,104
Welsh Fire,London Spirit,Lords,female,19,14,86,10,6.79,100
Welsh Fire,London Spirit,Lords,female,20,15,85,10,6.67,99
Welsh Fire,London Spirit,Lords,female,21,16,84,10,6.56,98
Welsh Fire,London Spirit,Lords,female,21,17,83,10,6.18,98
Welsh Fire,London Spirit,Lords,female,25,18,82,10,6.94,94
Welsh Fire,London Spirit,Lords,female,29,19,81,10,7.63,90
Welsh Fire,London Spirit,Lords,female,29,20,80,10,7.25,90
Welsh Fire,London Spirit,Lords,female,33,21,79,10,7.86,86
Welsh Fire,London Spirit,Lords,female,33,22,78,10,7.5,86
Welsh Fire,London Spirit,Lords,female,33,23,77,10,7.17,86
Welsh Fire,London Spirit,Lords,female,37,24,76,10,7.71,82
Welsh Fire,London Spirit,Lords,female,38,25,75,10,7.6,81
Welsh Fire,London Spirit,Lords,female,38,26,74,10,7.31,81
Welsh Fire,London Spirit,Lords,female,44,27,73,10,8.15,75
Welsh Fire,London Spirit,Lords,female,44,28,72,10,7.86,75
Welsh Fire,London Spirit,Lords,female,45,29,71,10,7.76,74
Welsh Fire,London Spirit,Lords,female,46,30,70,10,7.67,73
Welsh Fire,London Spirit,Lords,female,46,31,69,9,7.42,73
Welsh Fire,London Spirit,Lords,female,46,32,68,8,7.19,73
Welsh Fire,London Spirit,Lords,female,46,33,67,8,6.97,73
Welsh Fire,London Spirit,Lords,female,47,34,66,8,6.91,72
Welsh Fire,London Spirit,Lords,female,47,35,65,8,6.71,72
Welsh Fire,London Spirit,Lords,female,47,36,64,8,6.53,72
Welsh Fire,London Spirit,Lords,female,51,37,63,8,6.89,68
Welsh Fire,London Spirit,Lords,female,52,38,62,8,6.84,67
Welsh Fire,London Spirit,Lords,female,56,39,61,8,7.18,63
Welsh Fire,London Spirit,Lords,female,56,40,60,8,7.0,63
Welsh Fire,London Spirit,Lords,female,57,41,59,8,6.95,62
Welsh Fire,London Spirit,Lords,female,57,42,58,8,6.79,62
Welsh Fire,London Spirit,Lords,female,59,43,57,8,6.86,60
Welsh Fire,London Spirit,Lords,female,59,44,56,8,6.7,60
Welsh Fire,London Spirit,Lords,female,60,45,55,8,6.67,59
Welsh Fire,London Spirit,Lords,female,60,46,54,8,6.52,59
Welsh Fire,London Spirit,Lords,female,61,47,53,8,6.49,58
Welsh Fire,London Spirit,Lords,female,62,48,52,8,6.46,57
Welsh Fire,London Spirit,Lords,female,62,49,51,7,6.33,57
Welsh Fire,London Spirit,Lords,female,62,50,50,7,6.2,57
Welsh Fire,London Spirit,Lords,female,62,51,49,7,6.08,57
Welsh Fire,London Spirit,Lords,female,63,52,48,7,6.06,56
Welsh Fire,London Spirit,Lords,female,64,53,47,7,6.04,55
Welsh Fire,London Spirit,Lords,female,64,54,46,7,5.93,55
Welsh Fire,London Spirit,Lords,female,64,55,45,6,5.82,55
Welsh Fire,London Spirit,Lords,female,65,56,44,6,5.8,54
Welsh Fire,London Spirit,Lords,female,66,57,43,6,5.79,53
Welsh Fire,London Spirit,Lords,female,67,58,42,6,5.78,52
Welsh Fire,London Spirit,Lords,female,68,59,41,6,5.76,51
Welsh Fire,London Spirit,Lords,female,69,60,40,6,5.75,50
Welsh Fire,London Spirit,Lords,female,70,61,39,6,5.74,49
Welsh Fire,London Spirit,Lords,female,74,61,39,6,6.07,45
Welsh Fire,London Spirit,Lords,female,75,62,38,6,6.05,44
Welsh Fire,London Spirit,Lords,female,76,63,37,6,6.03,43
Welsh Fire,London Spirit,Lords,female,76,64,36,6,5.94,43
Welsh Fire,London Spirit,Lords,female,76,65,35,6,5.85,43
Welsh Fire,London Spirit,Lords,female,80,66,34,6,6.06,39
Welsh Fire,London Spirit,Lords,female,84,67,33,6,6.27,35
Welsh Fire,London Spirit,Lords,female,84,68,32,6,6.18,35
Welsh Fire,London Spirit,Lords,female,88,69,31,6,6.38,31
Welsh Fire,London Spirit,Lords,female,88,70,30,6,6.29,31
Welsh Fire,London Spirit,Lords,female,89,71,29,6,6.27,30
Welsh Fire,London Spirit,Lords,female,90,72,28,6,6.25,29
Welsh Fire,London Spirit,Lords,female,91,73,27,6,6.23,28
Welsh Fire,London Spirit,Lords,female,92,74,26,6,6.22,27
Welsh Fire,London Spirit,Lords,female,93,75,25,6,6.2,26
Welsh Fire,London Spirit,Lords,female,93,76,24,6,6.12,26
Welsh Fire,London Spirit,Lords,female,94,77,23,6,6.1,25
Welsh Fire,London Spirit,Lords,female,94,78,22,5,6.03,25
Welsh Fire,London Spirit,Lords,female,94,79,21,5,5.95,25
Welsh Fire,London Spirit,Lords,female,95,80,20,5,5.94,24
Welsh Fire,London Spirit,Lords,female,95,81,19,5,5.86,24
Welsh Fire,London Spirit,Lords,female,97,82,18,5,5.91,22
Welsh Fire,London Spirit,Lords,female,97,83,17,5,5.84,22
Welsh Fire,London Spirit,Lords,female,101,84,16,5,6.01,18
Welsh Fire,London Spirit,Lords,female,102,85,15,5,6.0,17
Welsh Fire,London Spirit,Lords,female,106,86,14,5,6.16,13
Welsh Fire,London Spirit,Lords,female,107,87,13,5,6.15,12
Welsh Fire,London Spirit,Lords,female,107,88,12,4,6.08,12
Welsh Fire,London Spirit,Lords,female,107,89,11,4,6.01,12
Welsh Fire,London Spirit,Lords,female,108,90,10,4,6.0,11
Welsh Fire,London Spirit,Lords,female,109,91,9,4,5.99,10
Welsh Fire,London Spirit,Lords,female,109,92,8,4,5.92,10
Welsh Fire,London Spirit,Lords,female,109,93,7,4,5.86,10
Welsh Fire,London Spirit,Lords,female,109,94,6,3,5.8,10
Welsh Fire,London Spirit,Lords,female,109,95,5,2,5.74,10
Welsh Fire,London Spirit,Lords,female,110,96,4,2,5.73,9
Welsh Fire,London Spirit,Lords,female,110,97,3,2,5.67,9
Welsh Fire,London Spirit,Lords,female,114,98,2,2,5.82,5
Welsh Fire,London Spirit,Lords,female,114,99,1,1,5.76,5
Trent Rockets,Southern Brave,The Ageas Bowl,female,0,1,99,10,0.0,88
Trent Rockets,Southern Brave,The Ageas Bowl,female,0,2,98,9,0.0,88
Trent Rockets,Southern Brave,The Ageas Bowl,female,0,3,97,9,0.0,88
Trent Rockets,Southern Brave,The Ageas Bowl,female,4,4,96,9,5.0,84
Trent Rockets,Southern Brave,The Ageas Bowl,female,4,5,95,9,4.0,84
Trent Rockets,Southern Brave,The Ageas Bowl,female,4,6,94,9,3.33,84
Trent Rockets,Southern Brave,The Ageas Bowl,female,8,7,93,9,5.71,80
Trent Rockets,Southern Brave,The Ageas Bowl,female,14,8,92,9,8.75,74
Trent Rockets,Southern Brave,The Ageas Bowl,female,15,9,91,9,8.33,73
Trent Rockets,Southern Brave,The Ageas Bowl,female,15,10,90,9,7.5,73
Trent Rockets,Southern Brave,The Ageas Bowl,female,16,11,89,9,7.27,72
Trent Rockets,Southern Brave,The Ageas Bowl,female,20,12,88,9,8.33,68
Trent Rockets,Southern Brave,The Ageas Bowl,female,21,13,87,9,8.08,67
Trent Rockets,Southern Brave,The Ageas Bowl,female,21,14,86,9,7.5,67
Trent Rockets,Southern Brave,The Ageas Bowl,female,22,15,85,9,7.33,66
Trent Rockets,Southern Brave,The Ageas Bowl,female,23,16,84,9,7.19,65
Trent Rockets,Southern Brave,The Ageas Bowl,female,23,17,83,9,6.76,65
Trent Rockets,Southern Brave,The Ageas Bowl,female,27,18,82,9,7.5,61
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,19,81,9,7.37,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,20,80,9,7.0,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,21,79,9,6.67,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,22,78,8,6.36,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,23,77,8,6.09,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,24,76,8,5.83,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,25,75,8,5.6,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,26,74,8,5.38,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,27,73,8,5.19,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,28,28,72,8,5.0,60
Trent Rockets,Southern Brave,The Ageas Bowl,female,29,29,71,8,5.0,59
Trent Rockets,Southern Brave,The Ageas Bowl,female,30,30,70,8,5.0,58
Trent Rockets,Southern Brave,The Ageas Bowl,female,31,31,69,8,5.0,57
Trent Rockets,Southern Brave,The Ageas Bowl,female,32,32,68,8,5.0,56
Trent Rockets,Southern Brave,The Ageas Bowl,female,32,33,67,8,4.85,56
Trent Rockets,Southern Brave,The Ageas Bowl,female,33,34,66,8,4.85,55
Trent Rockets,Southern Brave,The Ageas Bowl,female,37,35,65,8,5.29,51
Trent Rockets,Southern Brave,The Ageas Bowl,female,38,36,64,8,5.28,50
Trent Rockets,Southern Brave,The Ageas Bowl,female,39,36,64,8,5.42,49
Trent Rockets,Southern Brave,The Ageas Bowl,female,40,37,63,8,5.41,48
Trent Rockets,Southern Brave,The Ageas Bowl,female,41,38,62,8,5.39,47
Trent Rockets,Southern Brave,The Ageas Bowl,female,42,39,61,8,5.38,46
Trent Rockets,Southern Brave,The Ageas Bowl,female,43,40,60,8,5.38,45
Trent Rockets,Southern Brave,The Ageas Bowl,female,44,41,59,8,5.37,44
Trent Rockets,Southern Brave,The Ageas Bowl,female,46,41,59,8,5.61,42
Trent Rockets,Southern Brave,The Ageas Bowl,female,46,42,58,8,5.48,42
Trent Rockets,Southern Brave,The Ageas Bowl,female,47,43,57,8,5.47,41
Trent Rockets,Southern Brave,The Ageas Bowl,female,48,44,56,8,5.45,40
Trent Rockets,Southern Brave,The Ageas Bowl,female,49,45,55,8,5.44,39
Trent Rockets,Southern Brave,The Ageas Bowl,female,49,46,54,8,5.33,39
Trent Rockets,Southern Brave,The Ageas Bowl,female,53,47,53,8,5.64,35
Trent Rockets,Southern Brave,The Ageas Bowl,female,54,48,52,8,5.62,34
Trent Rockets,Southern Brave,The Ageas Bowl,female,55,49,51,8,5.61,33
Trent Rockets,Southern Brave,The Ageas Bowl,female,55,50,50,8,5.5,33
Trent Rockets,Southern Brave,The Ageas Bowl,female,56,51,49,8,5.49,32
Trent Rockets,Southern Brave,The Ageas Bowl,female,57,52,48,8,5.48,31
Trent Rockets,Southern Brave,The Ageas Bowl,female,58,53,47,8,5.47,30
Trent Rockets,Southern Brave,The Ageas Bowl,female,59,54,46,8,5.46,29
Trent Rockets,Southern Brave,The Ageas Bowl,female,60,55,45,8,5.45,28
Trent Rockets,Southern Brave,The Ageas Bowl,female,61,56,44,8,5.45,27
Trent Rockets,Southern Brave,The Ageas Bowl,female,63,57,43,8,5.53,25
Trent Rockets,Southern Brave,The Ageas Bowl,female,64,58,42,8,5.52,24
Trent Rockets,Southern Brave,The Ageas Bowl,female,65,59,41,8,5.51,23
Trent Rockets,Southern Brave,The Ageas Bowl,female,65,60,40,8,5.42,23
Trent Rockets,Southern Brave,The Ageas Bowl,female,65,61,39,8,5.33,23
Trent Rockets,Southern Brave,The Ageas Bowl,female,65,62,38,8,5.24,23
Trent Rockets,Southern Brave,The Ageas Bowl,female,66,63,37,8,5.24,22
Trent Rockets,Southern Brave,The Ageas Bowl,female,67,64,36,8,5.23,21
Trent Rockets,Southern Brave,The Ageas Bowl,female,67,65,35,7,5.15,21
Trent Rockets,Southern Brave,The Ageas Bowl,female,68,66,34,7,5.15,20
Trent Rockets,Southern Brave,The Ageas Bowl,female,68,67,33,7,5.07,20
Trent Rockets,Southern Brave,The Ageas Bowl,female,68,68,32,7,5.0,20
Trent Rockets,Southern Brave,The Ageas Bowl,female,68,69,31,7,4.93,20
Trent Rockets,Southern Brave,The Ageas Bowl,female,68,70,30,7,4.86,20
Trent Rockets,Southern Brave,The Ageas Bowl,female,69,71,29,7,4.86,19
Trent Rockets,Southern Brave,The Ageas Bowl,female,70,72,28,7,4.86,18
Trent Rockets,Southern Brave,The Ageas Bowl,female,70,73,27,7,4.79,18
Trent Rockets,Southern Brave,The Ageas Bowl,female,70,74,26,7,4.73,18
Trent Rockets,Southern Brave,The Ageas Bowl,female,71,75,25,7,4.73,17
Trent Rockets,Southern Brave,The Ageas Bowl,female,72,76,24,7,4.74,16
Trent Rockets,Southern Brave,The Ageas Bowl,female,78,77,23,7,5.06,10
Trent Rockets,Southern Brave,The Ageas Bowl,female,79,78,22,7,5.06,9
Trent Rockets,Southern Brave,The Ageas Bowl,female,79,79,21,6,5.0,9
Trent Rockets,Southern Brave,The Ageas Bowl,female,79,80,20,6,4.94,9
Trent Rockets,Southern Brave,The Ageas Bowl,female,79,81,19,6,4.88,9
Trent Rockets,Southern Brave,The Ageas Bowl,female,79,82,18,5,4.82,9
Trent Rockets,Southern Brave,The Ageas Bowl,female,80,83,17,5,4.82,8
Trent Rockets,Southern Brave,The Ageas Bowl,female,81,84,16,5,4.82,7
Trent Rockets,Southern Brave,The Ageas Bowl,female,82,85,15,5,4.82,6
Trent Rockets,Southern Brave,The Ageas Bowl,female,82,86,14,4,4.77,6
Trent Rockets,Southern Brave,The Ageas Bowl,female,83,87,13,4,4.77,5
Trent Rockets,Southern Brave,The Ageas Bowl,female,83,88,12,4,4.72,5
Trent Rockets,Southern Brave,The Ageas Bowl,female,84,89,11,4,4.72,4
Trent Rockets,Southern Brave,The Ageas Bowl,female,84,90,10,4,4.67,4
Trent Rockets,Southern Brave,The Ageas Bowl,female,84,91,9,4,4.62,4
Trent Rockets,Southern Brave,The Ageas Bowl,female,85,92,8,4,4.62,3
Trent Rockets,Southern Brave,The Ageas Bowl,female,86,93,7,4,4.62,2
Trent Rockets,Southern Brave,The Ageas Bowl,female,87,94,6,4,4.63,1
Trent Rockets,Southern Brave,The Ageas Bowl,female,87,95,5,4,4.58,1
Trent Rockets,Southern Brave,The Ageas Bowl,female,87,96,4,4,4.53,1
Trent Rockets,Southern Brave,The Ageas Bowl,female,88,97,3,4,4.54,0
Trent Rockets,Southern Brave,The Ageas Bowl,female,88,98,2,4,4.49,0
Trent Rockets,Southern Brave,The Ageas Bowl,female,88,99,1,3,4.44,0
Welsh Fire,Northern Superchargers,Sophia Gardens,female,0,1,99,10,0.0,123
Welsh Fire,Northern Superchargers,Sophia Gardens,female,1,2,98,10,2.5,122
Welsh Fire,Northern Superchargers,Sophia Gardens,female,2,3,97,10,3.33,121
Welsh Fire,Northern Superchargers,Sophia Gardens,female,2,4,96,10,2.5,121
Welsh Fire,Northern Superchargers,Sophia Gardens,female,3,5,95,10,3.0,120
Welsh Fire,Northern Superchargers,Sophia Gardens,female,3,6,94,10,2.5,120
Welsh Fire,Northern Superchargers,Sophia Gardens,female,4,7,93,10,2.86,119
Welsh Fire,Northern Superchargers,Sophia Gardens,female,4,8,92,10,2.5,119
Welsh Fire,Northern Superchargers,Sophia Gardens,female,5,9,91,10,2.78,118
Welsh Fire,Northern Superchargers,Sophia Gardens,female,5,10,90,10,2.5,118
Welsh Fire,Northern Superchargers,Sophia Gardens,female,6,11,89,10,2.73,117
Welsh Fire,Northern Superchargers,Sophia Gardens,female,6,12,88,10,2.5,117
Welsh Fire,Northern Superchargers,Sophia Gardens,female,6,13,87,10,2.31,117
