batting_team,bowling_team,venue,gender,runs_left,balls_left,wickets_left,target_runs,crr,rrr,result
London Spirit,Birmingham Phoenix,Edgbaston,female,57,46,8,129,6.67,6.2,1
London Spirit,Birmingham Phoenix,Edgbaston,female,56,45,8,129,6.64,6.22,1
London Spirit,Birmingham Phoenix,Edgbaston,female,55,44,8,129,6.61,6.25,1
London Spirit,Birmingham Phoenix,Edgbaston,female,54,43,8,129,6.58,6.28,1
London Spirit,Birmingham Phoenix,Edgbaston,female,52,42,8,129,6.64,6.19,1
London Spirit,Birmingham Phoenix,Edgbaston,female,48,41,8,129,6.86,5.85,1
London Spirit,Birmingham Phoenix,Edgbaston,female,48,40,7,129,6.75,6.0,1
London Spirit,Birmingham Phoenix,Edgbaston,female,47,39,7,129,6.72,6.03,1
London Spirit,Birmingham Phoenix,Edgbaston,female,46,38,7,129,6.69,6.05,1
London Spirit,Birmingham Phoenix,Edgbaston,female,42,37,7,129,6.9,5.68,1
London Spirit,Birmingham Phoenix,Edgbaston,female,38,36,7,129,7.11,5.28,1
London Spirit,Birmingham Phoenix,Edgbaston,female,37,35,7,129,7.08,5.29,1
London Spirit,Birmingham Phoenix,Edgbaston,female,36,34,7,129,7.05,5.29,1
London Spirit,Birmingham Phoenix,Edgbaston,female,35,33,7,129,7.01,5.3,1
London Spirit,Birmingham Phoenix,Edgbaston,female,34,32,7,129,6.99,5.31,1
London Spirit,Birmingham Phoenix,Edgbaston,female,33,31,7,129,6.96,5.32,1
London Spirit,Birmingham Phoenix,Edgbaston,female,32,30,7,129,6.93,5.33,1
London Spirit,Birmingham Phoenix,Edgbaston,female,31,29,7,129,6.9,5.34,1
London Spirit,Birmingham Phoenix,Edgbaston,female,29,28,7,129,6.94,5.18,1
London Spirit,Birmingham Phoenix,Edgbaston,female,28,27,7,129,6.92,5.19,1
London Spirit,Birmingham Phoenix,Edgbaston,female,28,26,7,129,6.82,5.38,1
London Spirit,Birmingham Phoenix,Edgbaston,female,27,25,7,129,6.8,5.4,1
London Spirit,Birmingham Phoenix,Edgbaston,female,27,24,7,129,6.71,5.62,1
London Spirit,Birmingham Phoenix,Edgbaston,female,27,24,7,129,6.71,5.62,1
London Spirit,Birmingham Phoenix,Edgbaston,female,25,23,7,129,6.75,5.43,1
London Spirit,Birmingham Phoenix,Edgbaston,female,21,22,7,129,6.92,4.77,1
London Spirit,Birmingham Phoenix,Edgbaston,female,21,21,6,129,6.84,5.0,1
London Spirit,Birmingham Phoenix,Edgbaston,female,21,20,6,129,6.75,5.25,1
London Spirit,Birmingham Phoenix,Edgbaston,female,21,19,5,129,6.67,5.53,1
London Spirit,Birmingham Phoenix,Edgbaston,female,21,19,4,129,6.67,5.53,1
London Spirit,Birmingham Phoenix,Edgbaston,female,20,18,4,129,6.65,5.56,1
London Spirit,Birmingham Phoenix,Edgbaston,female,18,17,4,129,6.69,5.29,1
London Spirit,Birmingham Phoenix,Edgbaston,female,18,16,4,129,6.61,5.62,1
London Spirit,Birmingham Phoenix,Edgbaston,female,17,15,4,129,6.59,5.67,1
London Spirit,Birmingham Phoenix,Edgbaston,female,16,14,4,129,6.57,5.71,1
London Spirit,Birmingham Phoenix,Edgbaston,female,12,14,4,129,6.8,4.29,1
London Spirit,Birmingham Phoenix,Edgbaston,female,10,13,4,129,6.84,3.85,1
London Spirit,Birmingham Phoenix,Edgbaston,female,9,12,4,129,6.82,3.75,1
London Spirit,Birmingham Phoenix,Edgbaston,female,8,11,4,129,6.8,3.64,1
London Spirit,Birmingham Phoenix,Edgbaston,female,7,10,4,129,6.78,3.5,1
London Spirit,Birmingham Phoenix,Edgbaston,female,7,9,4,129,6.7,3.89,1
London Spirit,Birmingham Phoenix,Edgbaston,female,6,8,4,129,6.68,3.75,1
London Spirit,Birmingham Phoenix,Edgbaston,female,6,7,4,129,6.61,4.29,1
London Spirit,Birmingham Phoenix,Edgbaston,female,5,6,3,129,6.6,4.17,1
London Spirit,Birmingham Phoenix,Edgbaston,female,1,5,3,129,6.74,1.0,1
London Spirit,Birmingham Phoenix,Edgbaston,female,-3,4,3,129,6.88,-3.75,1
Trent Rockets,Southern Brave,Trent Bridge,female,134,99,10,134,0.0,6.77,0
Trent Rockets,Southern Brave,Trent Bridge,female,130,98,10,134,10.0,6.63,0
Trent Rockets,Southern Brave,Trent Bridge,female,130,97,10,134,6.67,6.7,0
Trent Rockets,Southern Brave,Trent Bridge,female,130,96,9,134,5.0,6.77,0
Trent Rockets,Southern Brave,Trent Bridge,female,129,95,9,134,5.0,6.79,0
Trent Rockets,Southern Brave,Trent Bridge,female,129,94,9,134,4.17,6.86,0
Trent Rockets,Southern Brave,Trent Bridge,female,125,93,9,134,6.43,6.72,0
Trent Rockets,Southern Brave,Trent Bridge,female,125,92,8,134,5.62,6.79,0
Trent Rockets,Southern Brave,Trent Bridge,female,121,91,8,134,7.22,6.65,0
Trent Rockets,Southern Brave,Trent Bridge,female,121,90,8,134,6.5,6.72,0
Trent Rockets,Southern Brave,Trent Bridge,female,121,89,8,134,5.91,6.8,0
Trent Rockets,Southern Brave,Trent Bridge,female,121,88,8,134,5.42,6.88,0
Trent Rockets,Southern Brave,Trent Bridge,female,121,87,8,134,5.0,6.95,0
Trent Rockets,Southern Brave,Trent Bridge,female,117,86,8,134,6.07,6.8,0
Trent Rockets,Southern Brave,Trent Bridge,female,117,85,8,134,5.67,6.88,0
Trent Rockets,Southern Brave,Trent Bridge,female,117,84,8,134,5.31,6.96,0
Trent Rockets,Southern Brave,Trent Bridge,female,117,83,8,134,5.0,7.05,0
Trent Rockets,Southern Brave,Trent Bridge,female,113,82,8,134,5.83,6.89,0
Trent Rockets,Southern Brave,Trent Bridge,female,109,81,8,134,6.58,6.73,0
Trent Rockets,Southern Brave,Trent Bridge,female,105,80,8,134,7.25,6.56,0
Trent Rockets,Southern Brave,Trent Bridge,female,105,79,8,134,6.9,6.65,0
Trent Rockets,Southern Brave,Trent Bridge,female,104,78,8,134,6.82,6.67,0
Trent Rockets,Southern Brave,Trent Bridge,female,103,77,8,134,6.74,6.69,0
Trent Rockets,Southern Brave,Trent Bridge,female,103,76,8,134,6.46,6.78,0
Trent Rockets,Southern Brave,Trent Bridge,female,103,75,8,134,6.2,6.87,0
Trent Rockets,Southern Brave,Trent Bridge,female,102,74,8,134,6.15,6.89,0
Trent Rockets,Southern Brave,Trent Bridge,female,101,73,8,134,6.11,6.92,0
Trent Rockets,Southern Brave,Trent Bridge,female,101,72,8,134,5.89,7.01,0
Trent Rockets,Southern Brave,Trent Bridge,female,101,71,8,134,5.69,7.11,0
Trent Rockets,Southern Brave,Trent Bridge,female,100,70,8,134,5.67,7.14,0
Trent Rockets,Southern Brave,Trent Bridge,female,100,69,8,134,5.48,7.25,0
Trent Rockets,Southern Brave,Trent Bridge,female,100,68,8,134,5.31,7.35,0
Trent Rockets,Southern Brave,Trent Bridge,female,100,67,8,134,5.15,7.46,0
Trent Rockets,Southern Brave,Trent Bridge,female,100,66,8,134,5.0,7.58,0
Trent Rockets,Southern Brave,Trent Bridge,female,100,65,8,134,4.86,7.69,0
Trent Rockets,Southern Brave,Trent Bridge,female,99,64,8,134,4.86,7.73,0
Trent Rockets,Southern Brave,Trent Bridge,female,98,63,8,134,4.86,7.78,0
Trent Rockets,Southern Brave,Trent Bridge,female,97,62,8,134,4.87,7.82,0
Trent Rockets,Southern Brave,Trent Bridge,female,96,61,8,134,4.87,7.87,0
Trent Rockets,Southern Brave,Trent Bridge,female,95,60,8,134,4.88,7.92,0
Trent Rockets,Southern Brave,Trent Bridge,female,91,59,8,134,5.24,7.71,0
Trent Rockets,Southern Brave,Trent Bridge,female,91,58,8,134,5.12,7.84,0
Trent Rockets,Southern Brave,Trent Bridge,female,91,57,8,134,5.0,7.98,0
Trent Rockets,Southern Brave,Trent Bridge,female,90,56,8,134,5.0,8.04,0
Trent Rockets,Southern Brave,Trent Bridge,female,90,55,8,134,4.89,8.18,0
Trent Rockets,Southern Brave,Trent Bridge,female,89,54,8,134,4.89,8.24,0
Trent Rockets,Southern Brave,Trent Bridge,female,89,53,8,134,4.79,8.4,0
Trent Rockets,Southern Brave,Trent Bridge,female,88,52,8,134,4.79,8.46,0
Trent Rockets,Southern Brave,Trent Bridge,female,84,51,8,134,5.1,8.24,0
Trent Rockets,Southern Brave,Trent Bridge,female,83,50,8,134,5.1,8.3,0
Trent Rockets,Southern Brave,Trent Bridge,female,82,49,8,134,5.1,8.37,0
Trent Rockets,Southern Brave,Trent Bridge,female,78,48,8,134,5.38,8.12,0
Trent Rockets,Southern Brave,Trent Bridge,female,78,47,8,134,5.28,8.3,0
Trent Rockets,Southern Brave,Trent Bridge,female,78,46,8,134,5.19,8.48,0
Trent Rockets,Southern Brave,Trent Bridge,female,74,45,8,134,5.45,8.22,0
Trent Rockets,Southern Brave,Trent Bridge,female,70,44,8,134,5.71,7.95,0
Trent Rockets,Southern Brave,Trent Bridge,female,69,44,8,134,5.8,7.84,0
Trent Rockets,Southern Brave,Trent Bridge,female,69,43,8,134,5.7,8.02,0
Trent Rockets,Southern Brave,Trent Bridge,female,68,42,8,134,5.69,8.1,0
Trent Rockets,Southern Brave,Trent Bridge,female,67,41,8,134,5.68,8.17,0
Trent Rockets,Southern Brave,Trent Bridge,female,63,40,8,134,5.92,7.88,0
Trent Rockets,Southern Brave,Trent Bridge,female,62,39,8,134,5.9,7.95,0
Trent Rockets,Southern Brave,Trent Bridge,female,61,38,8,134,5.89,8.03,0
Trent Rockets,Southern Brave,Trent Bridge,female,59,37,8,134,5.95,7.97,0
Trent Rockets,Southern Brave,Trent Bridge,female,59,36,7,134,5.86,8.19,0
Trent Rockets,Southern Brave,Trent Bridge,female,58,35,7,134,5.85,8.29,0
Trent Rockets,Southern Brave,Trent Bridge,female,58,34,6,134,5.76,8.53,0
Trent Rockets,Southern Brave,Trent Bridge,female,58,33,6,134,5.67,8.79,0
Trent Rockets,Southern Brave,Trent Bridge,female,58,32,6,134,5.59,9.06,0
Trent Rockets,Southern Brave,Trent Bridge,female,57,31,6,134,5.58,9.19,0
Trent Rockets,Southern Brave,Trent Bridge,female,57,30,6,134,5.5,9.5,0
Trent Rockets,Southern Brave,Trent Bridge,female,56,29,6,134,5.49,9.66,0
Trent Rockets,Southern Brave,Trent Bridge,female,56,28,6,134,5.42,10.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,55,27,6,134,5.41,10.19,0
Trent Rockets,Southern Brave,Trent Bridge,female,55,26,6,134,5.34,10.58,0
Trent Rockets,Southern Brave,Trent Bridge,female,55,25,6,134,5.27,11.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,55,24,6,134,5.2,11.46,0
Trent Rockets,Southern Brave,Trent Bridge,female,53,23,6,134,5.26,11.52,0
Trent Rockets,Southern Brave,Trent Bridge,female,52,22,6,134,5.26,11.82,0
Trent Rockets,Southern Brave,Trent Bridge,female,52,21,6,134,5.19,12.38,0
Trent Rockets,Southern Brave,Trent Bridge,female,52,20,6,134,5.12,13.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,51,19,6,134,5.12,13.42,0
Trent Rockets,Southern Brave,Trent Bridge,female,47,18,6,134,5.3,13.06,0
Trent Rockets,Southern Brave,Trent Bridge,female,45,17,6,134,5.36,13.24,0
Trent Rockets,Southern Brave,Trent Bridge,female,41,16,6,134,5.54,12.81,0
Trent Rockets,Southern Brave,Trent Bridge,female,40,15,6,134,5.53,13.33,0
Trent Rockets,Southern Brave,Trent Bridge,female,39,14,6,134,5.52,13.93,0
Trent Rockets,Southern Brave,Trent Bridge,female,35,13,6,134,5.69,13.46,0
Trent Rockets,Southern Brave,Trent Bridge,female,34,12,6,134,5.68,14.17,0
Trent Rockets,Southern Brave,Trent Bridge,female,33,11,6,134,5.67,15.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,33,10,6,134,5.61,16.5,0
Trent Rockets,Southern Brave,Trent Bridge,female,33,9,6,134,5.55,18.33,0
Trent Rockets,Southern Brave,Trent Bridge,female,32,8,6,134,5.54,20.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,28,7,6,134,5.7,20.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,27,6,6,134,5.69,22.5,0
Trent Rockets,Southern Brave,Trent Bridge,female,26,5,6,134,5.68,26.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,25,4,6,134,5.68,31.25,0
Trent Rockets,Southern Brave,Trent Bridge,female,25,3,5,134,5.62,41.67,0
Trent Rockets,Southern Brave,Trent Bridge,female,24,2,5,134,5.61,60.0,0
Trent Rockets,Southern Brave,Trent Bridge,female,24,1,4,134,5.56,120.0,0
Northern Superchargers,Welsh Fire,Headingley,female,131,99,10,131,0.0,6.62,1
Northern Superchargers,Welsh Fire,Headingley,female,131,98,9,131,0.0,6.68,1
Northern Superchargers,Welsh Fire,Headingley,female,131,97,9,131,0.0,6.75,1
Northern Superchargers,Welsh Fire,Headingley,female,131,96,9,131,0.0,6.82,1
Northern Superchargers,Welsh Fire,Headingley,female,130,95,9,131,1.0,6.84,1
Northern Superchargers,Welsh Fire,Headingley,female,130,94,9,131,0.83,6.91,1
Northern Superchargers,Welsh Fire,Headingley,female,129,93,9,131,1.43,6.94,1
Northern Superchargers,Welsh Fire,Headingley,female,129,92,8,131,1.25,7.01,1
Northern Superchargers,Welsh Fire,Headingley,female,128,91,8,131,1.67,7.03,1
Northern Superchargers,Welsh Fire,Headingley,female,124,90,8,131,3.5,6.89,1
Northern Superchargers,Welsh Fire,Headingley,female,124,89,7,131,3.18,6.97,1
Northern Superchargers,Welsh Fire,Headingley,female,124,88,7,131,2.92,7.05,1
Northern Superchargers,Welsh Fire,Headingley,female,124,87,7,131,2.69,7.13,1
Northern Superchargers,Welsh Fire,Headingley,female,124,86,7,131,2.5,7.21,1
Northern Superchargers,Welsh Fire,Headingley,female,120,85,7,131,3.67,7.06,1
Northern Superchargers,Welsh Fire,Headingley,female,116,84,7,131,4.69,6.9,1
Northern Superchargers,Welsh Fire,Headingley,female,112,83,7,131,5.59,6.75,1
Northern Superchargers,Welsh Fire,Headingley,female,112,82,6,131,5.28,6.83,1
Northern Superchargers,Welsh Fire,Headingley,female,111,81,6,131,5.26,6.85,1
Northern Superchargers,Welsh Fire,Headingley,female,107,80,6,131,6.0,6.69,1
Northern Superchargers,Welsh Fire,Headingley,female,107,79,6,131,5.71,6.77,1
Northern Superchargers,Welsh Fire,Headingley,female,107,78,6,131,5.45,6.86,1
Northern Superchargers,Welsh Fire,Headingley,female,107,77,6,131,5.22,6.95,1
Northern Superchargers,Welsh Fire,Headingley,female,107,76,6,131,5.0,7.04,1
Northern Superchargers,Welsh Fire,Headingley,female,107,75,6,131,4.8,7.13,1
Northern Superchargers,Welsh Fire,Headingley,female,106,74,6,131,4.81,7.16,1
Northern Superchargers,Welsh Fire,Headingley,female,106,73,6,131,4.63,7.26,1
Northern Superchargers,Welsh Fire,Headingley,female,106,72,6,131,4.46,7.36,1
Northern Superchargers,Welsh Fire,Headingley,female,100,71,6,131,5.34,7.04,1
Northern Superchargers,Welsh Fire,Headingley,female,96,70,6,131,5.83,6.86,1
Northern Superchargers,Welsh Fire,Headingley,female,95,69,6,131,5.81,6.88,1
Northern Superchargers,Welsh Fire,Headingley,female,93,68,6,131,5.94,6.84,1
Northern Superchargers,Welsh Fire,Headingley,female,92,67,6,131,5.91,6.87,1
Northern Superchargers,Welsh Fire,Headingley,female,88,66,6,131,6.32,6.67,1
Northern Superchargers,Welsh Fire,Headingley,female,87,65,6,131,6.29,6.69,1
Northern Superchargers,Welsh Fire,Headingley,female,85,64,6,131,6.39,6.64,1
Northern Superchargers,Welsh Fire,Headingley,female,85,63,6,131,6.22,6.75,1
Northern Superchargers,Welsh Fire,Headingley,female,84,62,6,131,6.18,6.77,1
Northern Superchargers,Welsh Fire,Headingley,female,83,61,6,131,6.15,6.8,1
Northern Superchargers,Welsh Fire,Headingley,female,82,60,6,131,6.12,6.83,1
Northern Superchargers,Welsh Fire,Headingley,female,82,59,6,131,5.98,6.95,1
Northern Superchargers,Welsh Fire,Headingley,female,78,58,6,131,6.31,6.72,1
Northern Superchargers,Welsh Fire,Headingley,female,77,57,6,131,6.28,6.75,1
Northern Superchargers,Welsh Fire,Headingley,female,76,56,6,131,6.25,6.79,1
Northern Superchargers,Welsh Fire,Headingley,female,75,55,6,131,6.22,6.82,1
Northern Superchargers,Welsh Fire,Headingley,female,73,54,6,131,6.3,6.76,1
Northern Superchargers,Welsh Fire,Headingley,female,73,53,6,131,6.17,6.89,1
Northern Superchargers,Welsh Fire,Headingley,female,73,52,6,131,6.04,7.02,1
Northern Superchargers,Welsh Fire,Headingley,female,72,51,6,131,6.02,7.06,1
Northern Superchargers,Welsh Fire,Headingley,female,71,50,6,131,6.0,7.1,1
Northern Superchargers,Welsh Fire,Headingley,female,67,49,6,131,6.27,6.84,1
Northern Superchargers,Welsh Fire,Headingley,female,63,48,6,131,6.54,6.56,1
Northern Superchargers,Welsh Fire,Headingley,female,62,47,6,131,6.51,6.6,1
Northern Superchargers,Welsh Fire,Headingley,female,61,46,6,131,6.48,6.63,1
Northern Superchargers,Welsh Fire,Headingley,female,61,45,6,131,6.36,6.78,1
Northern Superchargers,Welsh Fire,Headingley,female,60,44,6,131,6.34,6.82,1
Northern Superchargers,Welsh Fire,Headingley,female,59,43,6,131,6.32,6.86,1
Northern Superchargers,Welsh Fire,Headingley,female,55,42,6,131,6.55,6.55,1
Northern Superchargers,Welsh Fire,Headingley,female,51,41,6,131,6.78,6.22,1
Northern Superchargers,Welsh Fire,Headingley,female,47,40,6,131,7.0,5.88,1
Northern Superchargers,Welsh Fire,Headingley,female,46,39,6,131,6.97,5.9,1
Northern Superchargers,Welsh Fire,Headingley,female,42,38,6,131,7.18,5.53,1
Northern Superchargers,Welsh Fire,Headingley,female,38,37,6,131,7.38,5.14,1
Northern Superchargers,Welsh Fire,Headingley,female,37,36,6,131,7.34,5.14,1
Northern Superchargers,Welsh Fire,Headingley,female,37,35,6,131,7.23,5.29,1
Northern Superchargers,Welsh Fire,Headingley,female,36,34,6,131,7.2,5.29,1
Northern Superchargers,Welsh Fire,Headingley,female,32,33,6,131,7.39,4.85,1
Northern Superchargers,Welsh Fire,Headingley,female,31,32,6,131,7.35,4.84,1
Northern Superchargers,Welsh Fire,Headingley,female,30,31,6,131,7.32,4.84,1
Northern Superchargers,Welsh Fire,Headingley,female,30,30,6,131,7.21,5.0,1
Northern Superchargers,Welsh Fire,Headingley,female,29,29,6,131,7.18,5.0,1
Northern Superchargers,Welsh Fire,Headingley,female,25,28,6,131,7.36,4.46,1
Northern Superchargers,Welsh Fire,Headingley,female,25,27,6,131,7.26,4.63,1
Northern Superchargers,Welsh Fire,Headingley,female,24,26,6,131,7.23,4.62,1
Northern Superchargers,Welsh Fire,Headingley,female,21,25,6,131,7.33,4.2,1
Northern Superchargers,Welsh Fire,Headingley,female,17,24,6,131,7.5,3.54,1
Northern Superchargers,Welsh Fire,Headingley,female,16,24,6,131,7.57,3.33,1
Northern Superchargers,Welsh Fire,Headingley,female,15,23,6,131,7.53,3.26,1
Northern Superchargers,Welsh Fire,Headingley,female,11,22,6,131,7.69,2.5,1
Northern Superchargers,Welsh Fire,Headingley,female,11,21,6,131,7.59,2.62,1
Northern Superchargers,Welsh Fire,Headingley,female,7,20,6,131,7.75,1.75,1
Northern Superchargers,Welsh Fire,Headingley,female,6,19,6,131,7.72,1.58,1
Northern Superchargers,Welsh Fire,Headingley,female,2,18,6,131,7.87,0.56,1
Northern Superchargers,Welsh Fire,Headingley,female,1,17,6,131,7.83,0.29,1
Northern Superchargers,Welsh Fire,Headingley,female,1,16,6,131,7.74,0.31,1
Northern Superchargers,Welsh Fire,Headingley,female,0,15,6,131,7.71,0.0,1
London Spirit,Oval Invincibles,Lords,female,133,99,10,133,0.0,6.72,0
London Spirit,Oval Invincibles,Lords,female,133,98,10,133,0.0,6.79,0
London Spirit,Oval Invincibles,Lords,female,133,97,10,133,0.0,6.86,0
London Spirit,Oval Invincibles,Lords,female,132,96,10,133,1.25,6.88,0
London Spirit,Oval Invincibles,Lords,female,128,95,10,133,5.0,6.74,0
London Spirit,Oval Invincibles,Lords,female,126,94,10,133,5.83,6.7,0
London Spirit,Oval Invincibles,Lords,female,125,93,10,133,5.71,6.72,0
London Spirit,Oval Invincibles,Lords,female,125,92,10,133,5.0,6.79,0
London Spirit,Oval Invincibles,Lords,female,124,91,10,133,5.0,6.81,0
London Spirit,Oval Invincibles,Lords,female,124,90,10,133,4.5,6.89,0
London Spirit,Oval Invincibles,Lords,female,124,89,10,133,4.09,6.97,0
London Spirit,Oval Invincibles,Lords,female,124,88,10,133,3.75,7.05,0
London Spirit,Oval Invincibles,Lords,female,124,89,10,133,4.09,6.97,0
London Spirit,Oval Invincibles,Lords,female,124,88,10,133,3.75,7.05,0
London Spirit,Oval Invincibles,Lords,female,124,87,10,133,3.46,7.13,0
London Spirit,Oval Invincibles,Lords,female,124,86,10,133,3.21,7.21,0
London Spirit,Oval Invincibles,Lords,female,123,85,10,133,3.33,7.24,0
London Spirit,Oval Invincibles,Lords,female,119,84,10,133,4.38,7.08,0
London Spirit,Oval Invincibles,Lords,female,119,83,10,133,4.12,7.17,0
London Spirit,Oval Invincibles,Lords,female,119,82,10,133,3.89,7.26,0
London Spirit,Oval Invincibles,Lords,female,119,81,10,133,3.68,7.35,0
London Spirit,Oval Invincibles,Lords,female,115,80,10,133,4.5,7.19,0
London Spirit,Oval Invincibles,Lords,female,115,79,10,133,4.29,7.28,0
London Spirit,Oval Invincibles,Lords,female,114,78,10,133,4.32,7.31,0
London Spirit,Oval Invincibles,Lords,female,114,77,10,133,4.13,7.4,0
London Spirit,Oval Invincibles,Lords,female,114,76,10,133,3.96,7.5,0
London Spirit,Oval Invincibles,Lords,female,114,75,10,133,3.8,7.6,0
London Spirit,Oval Invincibles,Lords,female,114,74,9,133,3.65,7.7,0
London Spirit,Oval Invincibles,Lords,female,113,73,9,133,3.7,7.74,0
London Spirit,Oval Invincibles,Lords,female,112,72,9,133,3.75,7.78,0
London Spirit,Oval Invincibles,Lords,female,112,71,9,133,3.62,7.89,0
London Spirit,Oval Invincibles,Lords,female,111,70,9,133,3.67,7.93,0
London Spirit,Oval Invincibles,Lords,female,110,69,9,133,3.71,7.97,0
London Spirit,Oval Invincibles,Lords,female,106,68,9,133,4.22,7.79,0
London Spirit,Oval Invincibles,Lords,female,106,67,8,133,4.09,7.91,0
London Spirit,Oval Invincibles,Lords,female,105,66,8,133,4.12,7.95,0
London Spirit,Oval Invincibles,Lords,female,101,65,8,133,4.57,7.77,0
London Spirit,Oval Invincibles,Lords,female,101,64,8,133,4.44,7.89,0
London Spirit,Oval Invincibles,Lords,female,101,63,8,133,4.32,8.02,0
London Spirit,Oval Invincibles,Lords,female,100,62,8,133,4.34,8.06,0
London Spirit,Oval Invincibles,Lords,female,99,61,8,133,4.36,8.11,0
London Spirit,Oval Invincibles,Lords,female,99,60,8,133,4.25,8.25,0
London Spirit,Oval Invincibles,Lords,female,98,59,8,133,4.27,8.31,0
London Spirit,Oval Invincibles,Lords,female,97,59,8,133,4.39,8.22,0
London Spirit,Oval Invincibles,Lords,female,96,58,8,133,4.4,8.28,0
London Spirit,Oval Invincibles,Lords,female,96,57,7,133,4.3,8.42,0
London Spirit,Oval Invincibles,Lords,female,95,56,7,133,4.32,8.48,0
London Spirit,Oval Invincibles,Lords,female,95,55,7,133,4.22,8.64,0
London Spirit,Oval Invincibles,Lords,female,95,54,7,133,4.13,8.8,0
London Spirit,Oval Invincibles,Lords,female,94,53,7,133,4.15,8.87,0
London Spirit,Oval Invincibles,Lords,female,90,52,7,133,4.48,8.65,0
London Spirit,Oval Invincibles,Lords,female,86,51,7,133,4.8,8.43,0
London Spirit,Oval Invincibles,Lords,female,85,50,7,133,4.8,8.5,0
London Spirit,Oval Invincibles,Lords,female,84,49,7,133,4.8,8.57,0
London Spirit,Oval Invincibles,Lords,female,82,48,7,133,4.9,8.54,0
London Spirit,Oval Invincibles,Lords,female,82,47,7,133,4.81,8.72,0
London Spirit,Oval Invincibles,Lords,female,81,46,7,133,4.81,8.8,0
London Spirit,Oval Invincibles,Lords,female,81,45,7,133,4.73,9.0,0
London Spirit,Oval Invincibles,Lords,female,81,44,7,133,4.64,9.2,0
London Spirit,Oval Invincibles,Lords,female,75,43,7,133,5.09,8.72,0
London Spirit,Oval Invincibles,Lords,female,74,42,7,133,5.09,8.81,0
London Spirit,Oval Invincibles,Lords,female,74,41,7,133,5.0,9.02,0
London Spirit,Oval Invincibles,Lords,female,74,40,7,133,4.92,9.25,0
London Spirit,Oval Invincibles,Lords,female,74,39,7,133,4.84,9.49,0
London Spirit,Oval Invincibles,Lords,female,73,38,7,133,4.84,9.61,0
London Spirit,Oval Invincibles,Lords,female,73,37,7,133,4.76,9.86,0
London Spirit,Oval Invincibles,Lords,female,69,36,7,133,5.0,9.58,0
London Spirit,Oval Invincibles,Lords,female,69,35,7,133,4.92,9.86,0
London Spirit,Oval Invincibles,Lords,female,69,34,7,133,4.85,10.15,0
London Spirit,Oval Invincibles,Lords,female,69,33,7,133,4.78,10.45,0
London Spirit,Oval Invincibles,Lords,female,68,32,7,133,4.78,10.62,0
London Spirit,Oval Invincibles,Lords,female,67,31,7,133,4.78,10.81,0
London Spirit,Oval Invincibles,Lords,female,67,30,7,133,4.71,11.17,0
London Spirit,Oval Invincibles,Lords,female,63,29,7,133,4.93,10.86,0
London Spirit,Oval Invincibles,Lords,female,63,28,7,133,4.86,11.25,0
London Spirit,Oval Invincibles,Lords,female,59,27,7,133,5.07,10.93,0
London Spirit,Oval Invincibles,Lords,female,59,26,7,133,5.0,11.35,0
London Spirit,Oval Invincibles,Lords,female,58,25,7,133,5.0,11.6,0
London Spirit,Oval Invincibles,Lords,female,58,24,6,133,4.93,12.08,0
London Spirit,Oval Invincibles,Lords,female,58,23,5,133,4.87,12.61,0
London Spirit,Oval Invincibles,Lords,female,57,22,5,133,4.87,12.95,0
London Spirit,Oval Invincibles,Lords,female,56,21,5,133,4.87,13.33,0
London Spirit,Oval Invincibles,Lords,female,56,20,5,133,4.81,14.0,0
London Spirit,Oval Invincibles,Lords,female,55,19,5,133,4.81,14.47,0
London Spirit,Oval Invincibles,Lords,female,55,18,5,133,4.76,15.28,0
London Spirit,Oval Invincibles,Lords,female,51,17,5,133,4.94,15.0,0
London Spirit,Oval Invincibles,Lords,female,50,16,5,133,4.94,15.62,0
London Spirit,Oval Invincibles,Lords,female,50,15,4,133,4.88,16.67,0
London Spirit,Oval Invincibles,Lords,female,50,14,3,133,4.83,17.86,0
London Spirit,Oval Invincibles,Lords,female,49,13,3,133,4.83,18.85,0
London Spirit,Oval Invincibles,Lords,female,45,12,3,133,5.0,18.75,0
London Spirit,Oval Invincibles,Lords,female,44,11,3,133,5.0,20.0,0
London Spirit,Oval Invincibles,Lords,female,43,10,3,133,5.0,21.5,0
London Spirit,Oval Invincibles,Lords,female,41,9,3,133,5.05,22.78,0
London Spirit,Oval Invincibles,Lords,female,37,8,3,133,5.22,23.12,0
London Spirit,Oval Invincibles,Lords,female,36,7,3,133,5.22,25.71,0
London Spirit,Oval Invincibles,Lords,female,34,6,3,133,5.27,28.33,0
London Spirit,Oval Invincibles,Lords,female,32,5,3,133,5.32,32.0,0
London Spirit,Oval Invincibles,Lords,female,28,4,3,133,5.47,35.0,0
London Spirit,Oval Invincibles,Lords,female,24,3,3,133,5.62,40.0,0
London Spirit,Oval Invincibles,Lords,female,23,2,3,133,5.61,57.5,0
London Spirit,Oval Invincibles,Lords,female,22,1,3,133,5.61,110.0,0
