batting_team,bowling_team,venue,gender,runs_left,balls_left,wickets_left,target_runs,crr,rrr,result
Manchester Originals,Oval Invincibles,The Kia Oval,male,146,99,10,146,0.0,7.37,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,142,98,10,146,10.0,7.24,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,142,97,10,146,6.67,7.32,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,142,96,10,146,5.0,7.4,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,142,95,9,146,4.0,7.47,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,138,94,9,146,6.67,7.34,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,137,93,9,146,6.43,7.37,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,137,92,9,146,5.62,7.45,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,136,91,9,146,5.56,7.47,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,135,90,9,146,5.5,7.5,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,135,89,9,146,5.0,7.58,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,133,88,9,146,5.42,7.56,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,129,87,9,146,6.54,7.41,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,129,86,9,146,6.07,7.5,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,128,85,9,146,6.0,7.53,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,128,84,9,146,5.62,7.62,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,127,83,9,146,5.59,7.65,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,124,82,9,146,6.11,7.56,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,124,81,9,146,5.79,7.65,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,122,80,9,146,6.0,7.62,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,122,79,8,146,5.71,7.72,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,122,78,8,146,5.45,7.82,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,122,77,8,146,5.22,7.92,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,122,76,8,146,5.0,8.03,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,118,75,8,146,5.6,7.87,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,114,74,8,146,6.15,7.7,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,113,73,8,146,6.11,7.74,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,112,72,8,146,6.07,7.78,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,111,71,8,146,6.03,7.82,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,111,70,8,146,5.83,7.93,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,111,69,8,146,5.65,8.04,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,110,68,8,146,5.62,8.09,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,109,67,8,146,5.61,8.13,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,105,66,8,146,6.03,7.95,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,105,65,7,146,5.86,8.08,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,104,64,7,146,5.83,8.12,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,104,64,7,146,5.83,8.12,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,104,63,7,146,5.68,8.25,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,103,62,7,146,5.66,8.31,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,102,61,7,146,5.64,8.36,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,96,60,7,146,6.25,8.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,96,59,6,146,6.1,8.14,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,95,58,6,146,6.07,8.19,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,93,57,6,146,6.16,8.16,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,92,56,6,146,6.14,8.21,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,91,55,6,146,6.11,8.27,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,90,54,6,146,6.09,8.33,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,89,53,6,146,6.06,8.4,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,89,54,6,146,6.2,8.24,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,88,53,6,146,6.17,8.3,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,88,52,6,146,6.04,8.46,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,88,51,6,146,5.92,8.63,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,88,50,6,146,5.8,8.8,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,87,49,6,146,5.78,8.88,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,86,48,6,146,5.77,8.96,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,85,47,6,146,5.75,9.04,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,84,46,6,146,5.74,9.13,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,84,45,6,146,5.64,9.33,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,84,44,6,146,5.54,9.55,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,82,44,6,146,5.71,9.32,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,81,43,6,146,5.7,9.42,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,77,42,6,146,5.95,9.17,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,77,41,6,146,5.85,9.39,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,77,40,5,146,5.75,9.62,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,76,39,5,146,5.74,9.74,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,75,38,5,146,5.73,9.87,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,74,37,5,146,5.71,10.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,73,36,5,146,5.7,10.14,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,73,35,5,146,5.62,10.43,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,72,34,5,146,5.61,10.59,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,68,33,5,146,5.82,10.3,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,67,32,5,146,5.81,10.47,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,66,31,5,146,5.8,10.65,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,62,30,5,146,6.0,10.33,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,58,29,5,146,6.2,10.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,57,29,5,146,6.27,9.83,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,56,28,5,146,6.25,10.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,55,27,5,146,6.23,10.19,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,54,26,5,146,6.22,10.38,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,53,25,5,146,6.2,10.6,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,53,24,5,146,6.12,11.04,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,51,23,5,146,6.17,11.09,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,49,22,5,146,6.22,11.14,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,48,21,5,146,6.2,11.43,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,47,20,5,146,6.19,11.75,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,46,19,5,146,6.17,12.11,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,40,18,5,146,6.46,11.11,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,39,17,5,146,6.45,11.47,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,35,16,5,146,6.61,10.94,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,34,15,5,146,6.59,11.33,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,33,14,5,146,6.57,11.79,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,32,13,5,146,6.55,12.31,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,31,12,5,146,6.53,12.92,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,27,11,5,146,6.69,12.27,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,26,10,5,146,6.67,13.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,24,9,5,146,6.7,13.33,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,24,8,4,146,6.63,15.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,23,7,4,146,6.61,16.43,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,21,6,4,146,6.65,17.5,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,19,5,4,146,6.68,19.0,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,19,4,3,146,6.61,23.75,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,17,3,3,146,6.65,28.33,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,15,2,3,146,6.68,37.5,0
Manchester Originals,Oval Invincibles,The Kia Oval,male,14,1,3,146,6.67,70.0,0
Birmingham Phoenix,London Spirit,Edgbaston,male,144,99,10,145,5.0,7.27,1
Birmingham Phoenix,London Spirit,Edgbaston,male,143,98,10,145,5.0,7.3,1
Birmingham Phoenix,London Spirit,Edgbaston,male,139,97,10,145,10.0,7.16,1
Birmingham Phoenix,London Spirit,Edgbaston,male,139,96,10,145,7.5,7.24,1
Birmingham Phoenix,London Spirit,Edgbaston,male,139,95,10,145,6.0,7.32,1
Birmingham Phoenix,London Spirit,Edgbaston,male,138,94,10,145,5.83,7.34,1
Birmingham Phoenix,London Spirit,Edgbaston,male,138,94,10,145,5.83,7.34,1
Birmingham Phoenix,London Spirit,Edgbaston,male,138,93,10,145,5.0,7.42,1
Birmingham Phoenix,London Spirit,Edgbaston,male,137,92,10,145,5.0,7.45,1
Birmingham Phoenix,London Spirit,Edgbaston,male,137,91,9,145,4.44,7.53,1
Birmingham Phoenix,London Spirit,Edgbaston,male,136,90,9,145,4.5,7.56,1
Birmingham Phoenix,London Spirit,Edgbaston,male,136,89,9,145,4.09,7.64,1
Birmingham Phoenix,London Spirit,Edgbaston,male,130,88,9,145,6.25,7.39,1
Birmingham Phoenix,London Spirit,Edgbaston,male,130,87,9,145,5.77,7.47,1
Birmingham Phoenix,London Spirit,Edgbaston,male,129,86,9,145,5.71,7.5,1
Birmingham Phoenix,London Spirit,Edgbaston,male,125,85,9,145,6.67,7.35,1
Birmingham Phoenix,London Spirit,Edgbaston,male,121,84,9,145,7.5,7.2,1
Birmingham Phoenix,London Spirit,Edgbaston,male,120,83,9,145,7.35,7.23,1
Birmingham Phoenix,London Spirit,Edgbaston,male,118,82,9,145,7.5,7.2,1
Birmingham Phoenix,London Spirit,Edgbaston,male,117,81,9,145,7.37,7.22,1
Birmingham Phoenix,London Spirit,Edgbaston,male,116,80,9,145,7.25,7.25,1
Birmingham Phoenix,London Spirit,Edgbaston,male,115,79,9,145,7.14,7.28,1
Birmingham Phoenix,London Spirit,Edgbaston,male,113,78,9,145,7.27,7.24,1
Birmingham Phoenix,London Spirit,Edgbaston,male,112,77,9,145,7.17,7.27,1
Birmingham Phoenix,London Spirit,Edgbaston,male,112,76,8,145,6.88,7.37,1
Birmingham Phoenix,London Spirit,Edgbaston,male,111,79,8,145,8.1,7.03,1
Birmingham Phoenix,London Spirit,Edgbaston,male,109,78,8,145,8.18,6.99,1
Birmingham Phoenix,London Spirit,Edgbaston,male,109,77,8,145,7.83,7.08,1
Birmingham Phoenix,London Spirit,Edgbaston,male,107,76,8,145,7.92,7.04,1
Birmingham Phoenix,London Spirit,Edgbaston,male,103,75,8,145,8.4,6.87,1
Birmingham Phoenix,London Spirit,Edgbaston,male,101,74,8,145,8.46,6.82,1
Birmingham Phoenix,London Spirit,Edgbaston,male,101,73,8,145,8.15,6.92,1
Birmingham Phoenix,London Spirit,Edgbaston,male,100,72,8,145,8.04,6.94,1
Birmingham Phoenix,London Spirit,Edgbaston,male,99,71,8,145,7.93,6.97,1
Birmingham Phoenix,London Spirit,Edgbaston,male,98,70,8,145,7.83,7.0,1
Birmingham Phoenix,London Spirit,Edgbaston,male,97,69,8,145,7.74,7.03,1
Birmingham Phoenix,London Spirit,Edgbaston,male,97,68,8,145,7.5,7.13,1
Birmingham Phoenix,London Spirit,Edgbaston,male,95,67,8,145,7.58,7.09,1
Birmingham Phoenix,London Spirit,Edgbaston,male,94,66,8,145,7.5,7.12,1
Birmingham Phoenix,London Spirit,Edgbaston,male,93,65,8,145,7.43,7.15,1
Birmingham Phoenix,London Spirit,Edgbaston,male,89,64,8,145,7.78,6.95,1
Birmingham Phoenix,London Spirit,Edgbaston,male,88,63,8,145,7.7,6.98,1
Birmingham Phoenix,London Spirit,Edgbaston,male,87,64,8,145,8.06,6.8,1
Birmingham Phoenix,London Spirit,Edgbaston,male,87,63,8,145,7.84,6.9,1
Birmingham Phoenix,London Spirit,Edgbaston,male,86,62,8,145,7.76,6.94,1
Birmingham Phoenix,London Spirit,Edgbaston,male,86,61,8,145,7.56,7.05,1
Birmingham Phoenix,London Spirit,Edgbaston,male,85,60,8,145,7.5,7.08,1
Birmingham Phoenix,London Spirit,Edgbaston,male,85,59,8,145,7.32,7.2,1
Birmingham Phoenix,London Spirit,Edgbaston,male,85,59,7,145,7.32,7.2,1
Birmingham Phoenix,London Spirit,Edgbaston,male,84,58,7,145,7.26,7.24,1
Birmingham Phoenix,London Spirit,Edgbaston,male,84,57,7,145,7.09,7.37,1
Birmingham Phoenix,London Spirit,Edgbaston,male,84,56,7,145,6.93,7.5,1
Birmingham Phoenix,London Spirit,Edgbaston,male,82,55,7,145,7.0,7.45,1
Birmingham Phoenix,London Spirit,Edgbaston,male,80,54,7,145,7.07,7.41,1
Birmingham Phoenix,London Spirit,Edgbaston,male,76,54,7,145,7.5,7.04,1
Birmingham Phoenix,London Spirit,Edgbaston,male,76,53,7,145,7.34,7.17,1
Birmingham Phoenix,London Spirit,Edgbaston,male,75,52,7,145,7.29,7.21,1
Birmingham Phoenix,London Spirit,Edgbaston,male,73,51,7,145,7.35,7.16,1
Birmingham Phoenix,London Spirit,Edgbaston,male,71,50,7,145,7.4,7.1,1
Birmingham Phoenix,London Spirit,Edgbaston,male,65,49,7,145,7.84,6.63,1
Birmingham Phoenix,London Spirit,Edgbaston,male,64,48,7,145,7.79,6.67,1
Birmingham Phoenix,London Spirit,Edgbaston,male,63,47,7,145,7.74,6.7,1
Birmingham Phoenix,London Spirit,Edgbaston,male,61,46,7,145,7.78,6.63,1
Birmingham Phoenix,London Spirit,Edgbaston,male,60,45,7,145,7.73,6.67,1
Birmingham Phoenix,London Spirit,Edgbaston,male,60,44,7,145,7.59,6.82,1
Birmingham Phoenix,London Spirit,Edgbaston,male,59,43,7,145,7.54,6.86,1
Birmingham Phoenix,London Spirit,Edgbaston,male,55,42,7,145,7.76,6.55,1
Birmingham Phoenix,London Spirit,Edgbaston,male,54,41,7,145,7.71,6.59,1
Birmingham Phoenix,London Spirit,Edgbaston,male,53,40,7,145,7.67,6.62,1
Birmingham Phoenix,London Spirit,Edgbaston,male,52,39,7,145,7.62,6.67,1
Birmingham Phoenix,London Spirit,Edgbaston,male,51,38,7,145,7.58,6.71,1
Birmingham Phoenix,London Spirit,Edgbaston,male,49,37,7,145,7.62,6.62,1
Birmingham Phoenix,London Spirit,Edgbaston,male,49,36,7,145,7.5,6.81,1
Birmingham Phoenix,London Spirit,Edgbaston,male,49,35,6,145,7.38,7.0,1
Birmingham Phoenix,London Spirit,Edgbaston,male,49,34,6,145,7.27,7.21,1
Birmingham Phoenix,London Spirit,Edgbaston,male,48,33,6,145,7.24,7.27,1
Birmingham Phoenix,London Spirit,Edgbaston,male,47,32,6,145,7.21,7.34,1
Birmingham Phoenix,London Spirit,Edgbaston,male,47,31,6,145,7.1,7.58,1
Birmingham Phoenix,London Spirit,Edgbaston,male,47,30,6,145,7.0,7.83,1
Birmingham Phoenix,London Spirit,Edgbaston,male,47,29,5,145,6.9,8.1,1
Birmingham Phoenix,London Spirit,Edgbaston,male,46,28,5,145,6.88,8.21,1
Birmingham Phoenix,London Spirit,Edgbaston,male,45,27,5,145,6.85,8.33,1
Birmingham Phoenix,London Spirit,Edgbaston,male,44,26,5,145,6.82,8.46,1
Birmingham Phoenix,London Spirit,Edgbaston,male,43,25,5,145,6.8,8.6,1
Birmingham Phoenix,London Spirit,Edgbaston,male,43,24,5,145,6.71,8.96,1
Birmingham Phoenix,London Spirit,Edgbaston,male,37,23,5,145,7.01,8.04,1
Birmingham Phoenix,London Spirit,Edgbaston,male,36,22,5,145,6.99,8.18,1
Birmingham Phoenix,London Spirit,Edgbaston,male,34,21,5,145,7.03,8.1,1
Birmingham Phoenix,London Spirit,Edgbaston,male,34,20,5,145,6.94,8.5,1
Birmingham Phoenix,London Spirit,Edgbaston,male,33,19,5,145,6.91,8.68,1
Birmingham Phoenix,London Spirit,Edgbaston,male,32,18,5,145,6.89,8.89,1
Birmingham Phoenix,London Spirit,Edgbaston,male,26,17,5,145,7.17,7.65,1
Birmingham Phoenix,London Spirit,Edgbaston,male,25,16,5,145,7.14,7.81,1
Birmingham Phoenix,London Spirit,Edgbaston,male,24,15,5,145,7.12,8.0,1
Birmingham Phoenix,London Spirit,Edgbaston,male,24,14,4,145,7.03,8.57,1
Birmingham Phoenix,London Spirit,Edgbaston,male,23,13,4,145,7.01,8.85,1
Birmingham Phoenix,London Spirit,Edgbaston,male,17,12,4,145,7.27,7.08,1
Birmingham Phoenix,London Spirit,Edgbaston,male,17,11,4,145,7.19,7.73,1
Birmingham Phoenix,London Spirit,Edgbaston,male,11,10,4,145,7.44,5.5,1
Birmingham Phoenix,London Spirit,Edgbaston,male,11,9,4,145,7.36,6.11,1
Birmingham Phoenix,London Spirit,Edgbaston,male,7,8,4,145,7.5,4.38,1
Birmingham Phoenix,London Spirit,Edgbaston,male,6,7,4,145,7.47,4.29,1
Birmingham Phoenix,London Spirit,Edgbaston,male,2,6,4,145,7.61,1.67,1
Birmingham Phoenix,London Spirit,Edgbaston,male,1,5,4,145,7.58,1.0,1
Birmingham Phoenix,London Spirit,Edgbaston,male,1,4,3,145,7.5,1.25,1
Birmingham Phoenix,London Spirit,Edgbaston,male,-3,3,3,145,7.63,-5.0,1
Trent Rockets,Southern Brave,Trent Bridge,male,125,99,10,127,10.0,6.31,1
Trent Rockets,Southern Brave,Trent Bridge,male,124,98,10,127,7.5,6.33,1
Trent Rockets,Southern Brave,Trent Bridge,male,124,97,9,127,5.0,6.39,1
Trent Rockets,Southern Brave,Trent Bridge,male,124,96,9,127,3.75,6.46,1
Trent Rockets,Southern Brave,Trent Bridge,male,124,95,9,127,3.0,6.53,1
Trent Rockets,Southern Brave,Trent Bridge,male,120,94,9,127,5.83,6.38,1
Trent Rockets,Southern Brave,Trent Bridge,male,117,94,9,127,8.33,6.22,1
Trent Rockets,Southern Brave,Trent Bridge,male,116,93,9,127,7.86,6.24,1
Trent Rockets,Southern Brave,Trent Bridge,male,116,92,9,127,6.88,6.3,1
Trent Rockets,Southern Brave,Trent Bridge,male,116,91,9,127,6.11,6.37,1
Trent Rockets,Southern Brave,Trent Bridge,male,116,90,9,127,5.5,6.44,1
Trent Rockets,Southern Brave,Trent Bridge,male,116,89,9,127,5.0,6.52,1
Trent Rockets,Southern Brave,Trent Bridge,male,115,89,9,127,5.45,6.46,1
Trent Rockets,Southern Brave,Trent Bridge,male,114,88,9,127,5.42,6.48,1
Trent Rockets,Southern Brave,Trent Bridge,male,110,87,9,127,6.54,6.32,1
Trent Rockets,Southern Brave,Trent Bridge,male,109,86,9,127,6.43,6.34,1
Trent Rockets,Southern Brave,Trent Bridge,male,109,85,9,127,6.0,6.41,1
Trent Rockets,Southern Brave,Trent Bridge,male,107,84,9,127,6.25,6.37,1
Trent Rockets,Southern Brave,Trent Bridge,male,105,83,9,127,6.47,6.33,1
Trent Rockets,Southern Brave,Trent Bridge,male,104,82,9,127,6.39,6.34,1
Trent Rockets,Southern Brave,Trent Bridge,male,100,84,9,127,8.44,5.95,1
Trent Rockets,Southern Brave,Trent Bridge,male,100,83,9,127,7.94,6.02,1
Trent Rockets,Southern Brave,Trent Bridge,male,100,82,9,127,7.5,6.1,1
Trent Rockets,Southern Brave,Trent Bridge,male,100,81,9,127,7.11,6.17,1
Trent Rockets,Southern Brave,Trent Bridge,male,99,80,9,127,7.0,6.19,1
Trent Rockets,Southern Brave,Trent Bridge,male,98,79,9,127,6.9,6.2,1
Trent Rockets,Southern Brave,Trent Bridge,male,94,78,9,127,7.5,6.03,1
Trent Rockets,Southern Brave,Trent Bridge,male,93,77,9,127,7.39,6.04,1
Trent Rockets,Southern Brave,Trent Bridge,male,93,76,9,127,7.08,6.12,1
Trent Rockets,Southern Brave,Trent Bridge,male,91,75,9,127,7.2,6.07,1
Trent Rockets,Southern Brave,Trent Bridge,male,91,74,9,127,6.92,6.15,1
Trent Rockets,Southern Brave,Trent Bridge,male,89,73,9,127,7.04,6.1,1
Trent Rockets,Southern Brave,Trent Bridge,male,88,72,9,127,6.96,6.11,1
Trent Rockets,Southern Brave,Trent Bridge,male,87,71,9,127,6.9,6.13,1
Trent Rockets,Southern Brave,Trent Bridge,male,83,70,9,127,7.33,5.93,1
Trent Rockets,Southern Brave,Trent Bridge,male,82,69,9,127,7.26,5.94,1
Trent Rockets,Southern Brave,Trent Bridge,male,82,68,9,127,7.03,6.03,1
Trent Rockets,Southern Brave,Trent Bridge,male,81,67,9,127,6.97,6.04,1
Trent Rockets,Southern Brave,Trent Bridge,male,80,66,9,127,6.91,6.06,1
Trent Rockets,Southern Brave,Trent Bridge,male,79,65,9,127,6.86,6.08,1
Trent Rockets,Southern Brave,Trent Bridge,male,78,64,9,127,6.81,6.09,1
Trent Rockets,Southern Brave,Trent Bridge,male,74,64,9,127,7.36,5.78,1
Trent Rockets,Southern Brave,Trent Bridge,male,74,63,9,127,7.16,5.87,1
Trent Rockets,Southern Brave,Trent Bridge,male,74,62,9,127,6.97,5.97,1
Trent Rockets,Southern Brave,Trent Bridge,male,73,61,9,127,6.92,5.98,1
Trent Rockets,Southern Brave,Trent Bridge,male,73,60,9,127,6.75,6.08,1
Trent Rockets,Southern Brave,Trent Bridge,male,72,59,9,127,6.71,6.1,1
Trent Rockets,Southern Brave,Trent Bridge,male,71,58,9,127,6.67,6.12,1
Trent Rockets,Southern Brave,Trent Bridge,male,70,57,9,127,6.63,6.14,1
Trent Rockets,Southern Brave,Trent Bridge,male,69,56,9,127,6.59,6.16,1
Trent Rockets,Southern Brave,Trent Bridge,male,68,55,9,127,6.56,6.18,1
Trent Rockets,Southern Brave,Trent Bridge,male,67,54,9,127,6.52,6.2,1
Trent Rockets,Southern Brave,Trent Bridge,male,66,53,9,127,6.49,6.23,1
Trent Rockets,Southern Brave,Trent Bridge,male,62,52,9,127,6.77,5.96,1
Trent Rockets,Southern Brave,Trent Bridge,male,61,51,9,127,6.73,5.98,1
Trent Rockets,Southern Brave,Trent Bridge,male,60,50,9,127,6.7,6.0,1
Trent Rockets,Southern Brave,Trent Bridge,male,59,49,9,127,6.67,6.02,1
Trent Rockets,Southern Brave,Trent Bridge,male,58,49,9,127,6.76,5.92,1
Trent Rockets,Southern Brave,Trent Bridge,male,57,48,9,127,6.73,5.94,1
Trent Rockets,Southern Brave,Trent Bridge,male,56,47,9,127,6.7,5.96,1
Trent Rockets,Southern Brave,Trent Bridge,male,50,46,9,127,7.13,5.43,1
Trent Rockets,Southern Brave,Trent Bridge,male,49,45,9,127,7.09,5.44,1
Trent Rockets,Southern Brave,Trent Bridge,male,48,44,9,127,7.05,5.45,1
Trent Rockets,Southern Brave,Trent Bridge,male,47,44,9,127,7.14,5.34,1
Trent Rockets,Southern Brave,Trent Bridge,male,46,43,9,127,7.11,5.35,1
Trent Rockets,Southern Brave,Trent Bridge,male,45,42,9,127,7.07,5.36,1
Trent Rockets,Southern Brave,Trent Bridge,male,45,41,9,127,6.95,5.49,1
Trent Rockets,Southern Brave,Trent Bridge,male,41,40,9,127,7.17,5.12,1
Trent Rockets,Southern Brave,Trent Bridge,male,37,39,9,127,7.38,4.74,1
Trent Rockets,Southern Brave,Trent Bridge,male,33,38,9,127,7.58,4.34,1
Trent Rockets,Southern Brave,Trent Bridge,male,33,37,9,127,7.46,4.46,1
Trent Rockets,Southern Brave,Trent Bridge,male,27,36,9,127,7.81,3.75,1
Trent Rockets,Southern Brave,Trent Bridge,male,26,35,9,127,7.77,3.71,1
Trent Rockets,Southern Brave,Trent Bridge,male,25,34,9,127,7.73,3.68,1
Trent Rockets,Southern Brave,Trent Bridge,male,24,33,9,127,7.69,3.64,1
Trent Rockets,Southern Brave,Trent Bridge,male,24,32,9,127,7.57,3.75,1
Trent Rockets,Southern Brave,Trent Bridge,male,20,31,9,127,7.75,3.23,1
Trent Rockets,Southern Brave,Trent Bridge,male,20,30,9,127,7.64,3.33,1
Trent Rockets,Southern Brave,Trent Bridge,male,20,29,9,127,7.54,3.45,1
Trent Rockets,Southern Brave,Trent Bridge,male,19,28,9,127,7.5,3.39,1
Trent Rockets,Southern Brave,Trent Bridge,male,15,27,9,127,7.67,2.78,1
Trent Rockets,Southern Brave,Trent Bridge,male,13,26,9,127,7.7,2.5,1
Trent Rockets,Southern Brave,Trent Bridge,male,11,25,9,127,7.73,2.2,1
Trent Rockets,Southern Brave,Trent Bridge,male,11,24,9,127,7.63,2.29,1
Trent Rockets,Southern Brave,Trent Bridge,male,10,23,9,127,7.6,2.17,1
Trent Rockets,Southern Brave,Trent Bridge,male,9,22,9,127,7.56,2.05,1
Trent Rockets,Southern Brave,Trent Bridge,male,8,21,9,127,7.53,1.9,1
Trent Rockets,Southern Brave,Trent Bridge,male,7,20,9,127,7.5,1.75,1
Trent Rockets,Southern Brave,Trent Bridge,male,7,19,9,127,7.41,1.84,1
Trent Rockets,Southern Brave,Trent Bridge,male,1,19,9,127,7.78,0.26,1
Trent Rockets,Southern Brave,Trent Bridge,male,0,18,9,127,7.74,0.0,1
Northern Superchargers,Welsh Fire,Headingley,male,174,99,10,174,0.0,8.79,0
Northern Superchargers,Welsh Fire,Headingley,male,170,98,10,174,10.0,8.67,0
Northern Superchargers,Welsh Fire,Headingley,male,166,97,10,174,13.33,8.56,0
Northern Superchargers,Welsh Fire,Headingley,male,166,96,10,174,10.0,8.65,0
Northern Superchargers,Welsh Fire,Headingley,male,162,95,10,174,12.0,8.53,0
Northern Superchargers,Welsh Fire,Headingley,male,161,94,10,174,10.83,8.56,0
Northern Superchargers,Welsh Fire,Headingley,male,161,93,10,174,9.29,8.66,0
Northern Superchargers,Welsh Fire,Headingley,male,161,92,10,174,8.12,8.75,0
Northern Superchargers,Welsh Fire,Headingley,male,161,91,10,174,7.22,8.85,0
Northern Superchargers,Welsh Fire,Headingley,male,160,90,10,174,7.0,8.89,0
Northern Superchargers,Welsh Fire,Headingley,male,160,89,10,174,6.36,8.99,0
Northern Superchargers,Welsh Fire,Headingley,male,156,88,10,174,7.5,8.86,0
Northern Superchargers,Welsh Fire,Headingley,male,155,87,10,174,7.31,8.91,0
Northern Superchargers,Welsh Fire,Headingley,male,155,86,10,174,6.79,9.01,0
Northern Superchargers,Welsh Fire,Headingley,male,149,85,10,174,8.33,8.76,0
Northern Superchargers,Welsh Fire,Headingley,male,149,84,10,174,7.81,8.87,0
